Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD99-2334,,1.08,,,G. bulloides,10248,42,42,156,105,105,11690,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,1.3,,,G. bulloides,11110,50,50,104,237,237,12840,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,1.48,,,G. bulloides,12488,94,94,332,182,182,14034,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,1.56,,,G. bulloides,13003,93,93,537,121,121,14649,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,1.98,,,G. bulloides,14173,58,58,1152,150,150,15600,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,2.32,,,G. bulloides,15164,44,44,873,165,165,17420,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,2.91,,,G. bulloides,17751,50,50,944,188,188,20262,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,3.14,,,G. bulloides,19170,150,150,1191,228,228,21783,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,3.39,,,G. bulloides,20725,181,181,1294,253,253,23410,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,3.46,,,G. bulloides,21160,190,190,927,271,271,24298,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,3.7,,,G. bulloides,22700,220,220,1298,336,336,25725,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,3.94,,,G. bulloides,24785,217,217,832,334,334,27954,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,4.05,,,G. bulloides,25624,208,208,608,290,290,29024,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,4.22,,,G. bulloides,27110,310,310,519,475,475,30832,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
MD99-2334,,4.64,,,G. bulloides,30905,385,385,1567,467,467,33580,200,200,see Skinner et al. 2020,,,,,Skinner et al. 2020 Paleoceanography and Paleoclimatology,https://doi.pangaea.de/10.1594/PANGAEA.925638
