Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GS07-150-17_1GC-A,,,,0.5,0.5,,,,,,0.5,,
GS07-150-17_1GC-A,,,,0.55,0.55,,,,,,0.55,,
GS07-150-17_1GC-A,,,,0.6,0.6,,,,,,0.6,,
GS07-150-17_1GC-A,,,,0.65,0.65,,,,,,0.65,,
GS07-150-17_1GC-A,,,,0.7,0.7,,,,,,0.7,,
GS07-150-17_1GC-A,,,,0.75,0.75,,,,,,0.75,,
GS07-150-17_1GC-A,,,,0.8,0.8,,,,,,0.8,,
GS07-150-17_1GC-A,,,,0.84,0.84,,,,,,0.84,,
GS07-150-17_1GC-A,,,,0.9,0.9,,,,,,0.9,,
GS07-150-17_1GC-A,,,,0.95,0.95,,,,,,0.95,,
GS07-150-17_1GC-A,,,,1.01,1.01,,,,,,1.01,,
GS07-150-17_1GC-A,,,,1.06,1.06,,,,,,1.06,,
GS07-150-17_1GC-A,,,,1.1,1.1,,,,,,1.1,,
GS07-150-17_1GC-A,,,,1.16,1.16,,,,,,1.16,,
GS07-150-17_1GC-A,,,,1.19,1.19,,,,,,1.19,,
GS07-150-17_1GC-A,,,,1.26,1.26,,,,,,1.26,,
GS07-150-17_1GC-A,,,,1.32,1.32,,,,,,1.32,,
GS07-150-17_1GC-A,,,,1.35,1.35,,,,,,1.35,,
GS07-150-17_1GC-A,,,,1.4,1.4,,,,,,1.4,,
GS07-150-17_1GC-A,,,,1.47,1.47,,,,,,1.47,,
GS07-150-17_1GC-A,,,,1.51,1.51,,,,,,1.51,,
GS07-150-17_1GC-A,,,,1.55,1.55,,,,,,1.55,,
GS07-150-17_1GC-A,,,,1.66,1.66,,,,,,1.66,,
GS07-150-17_1GC-A,,,,1.7,1.7,,,,,,1.7,,
GS07-150-17_1GC-A,,,,1.75,1.75,,,,,,1.75,,
GS07-150-17_1GC-A,,,,1.8,1.8,,,,,,1.8,,
