Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
EW9504_08PC,,,,0.02,0.02,,,,,,0.02,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.08,0.08,,,,,,0.08,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.14,0.14,,,,,,0.14,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.22,0.22,,,,,,0.22,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.38,0.38,,,,,,0.38,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.54,0.54,,,,,,0.54,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.58,0.58,,,,,,0.58,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.62,0.62,,,,,,0.62,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.7,0.7,,,,,,0.7,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.78,0.78,,,,,,0.78,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,0.92,0.92,,,,,,0.92,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.0,1.0,,,,,,1.0,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.19,1.19,,,,,,1.19,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.27,1.27,,,,,,1.27,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.37,1.37,,,,,,1.37,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.45,1.45,,,,,,1.45,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.59,1.59,,,,,,1.59,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.67,1.67,,,,,,1.67,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.75,1.75,,,,,,1.75,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.83,1.83,,,,,,1.83,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.91,1.91,,,,,,1.91,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,1.99,1.99,,,,,,1.99,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.07,2.07,,,,,,2.07,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.15,2.15,,,,,,2.15,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.23,2.23,,,,,,2.23,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.35,2.35,,,,,,2.35,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.45,2.45,,,,,,2.45,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.52,2.52,,,,,,2.52,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.6,2.6,,,,,,2.6,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.64,2.64,,,,,,2.64,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.72,2.72,,,,,,2.72,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.8,2.8,,,,,,2.8,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,2.96,2.96,,,,,,2.96,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.04,3.04,,,,,,3.04,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.12,3.12,,,,,,3.12,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.2,3.2,,,,,,3.2,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.28,3.28,,,,,,3.28,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.36,3.36,,,,,,3.36,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.44,3.44,,,,,,3.44,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.46,3.46,,,,,,3.46,depth model from Jonkers et al. 2020,
EW9504_08PC,,,,3.54,3.54,,,,,,3.54,depth model from Jonkers et al. 2020,
