Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
KNR166-2-26JPC,,0.008,,,,1070,70,70,366,51,51,650,140,118,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,0.483,,,,2990,30,30,337,50,50,2785,137,242,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,1.123,,,,6720,40,40,432,51,51,7205,208,196,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,1.443,,,,8100,80,80,351,52,52,8549,403,175,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,2.163,,,,9550,40,40,333,53,53,10385,169,141,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,2.803,,,,10100,45,45,350,57,57,11133,176,339,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,3.443,,,,10000,110,110,367,70,70,10957,294,368,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,3.563,,,,11750,95,95,453,24,24,13167,204,183,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,3.643,,,,10600,70,70,402,53,53,11874,501,469,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
KNR166-2-26JPC,,3.743,,,,10500,50,50,400,55,55,11682,327,334,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off from original publication,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2011/lynch-stieglitz2011.txt
