05/01/18. Please add comments on updates after the header. You may correct anything that is wrong. Include the date and author of the updates

lynch-stieglitz2014-26jpc-ind.txt

# Florida Straits Benthic Isotope Data Over the Last 40,000 Years
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: http://www.hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:15936
#
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/lynch-stieglitz2014/lynch-stieglitz2014-26jpc-ind.txt
#
# Archive: Paleoceanography
#---------------------------------------
# Contribution_Date
#    Date: 2014-01-21
#---------------------------------------
# Title: Florida Straits Benthic Isotope Data Over the Last 40,000 Years
#
#---------------------------------------
# Investigators: Lynch-Stieglitz, Jean; Schmidt, Matthew W.; Henry, Leonard G.
#---------------------------------------
# Description_Notes_and_Keywords
#  Description:
#
#---------------------------------------
# Publication
# Authors: Lynch-Stieglitz, J, Schmidt, M.W., Henry, L.G., Curry, W.B., Skinner, L.C., Mulitza, S., Zhang, R. and Chang, P.
# Published_Date_or_Year: 2014
# Published_Title: Muted change in Atlantic overturning circulation over some glacial-aged Heinrich events
# Journal_Name: Nature Geoscience
# Volume:
# Issue:
# Pages:
# Report Number:
# DOI: 10.1038/ngeo2045
# Abstract: Heinrich events—surges of icebergs into the North Atlantic Ocean—punctuated the last glacial period. The events are associated with millennial-scale cooling in the Northern Hemisphere. Fresh water from the melting icebergs is thought to have interrupted the Atlantic meridional overturning circulation, thus minimizing heat transport into the northern North Atlantic. The northward flow of warm water passes through the Florida Straits and is reflected in the distribution of seawater properties in this region. Here we investigate the northward flow through this region over the past 40,000 years using oxygen isotope measurements of benthic foraminifera from two cores on either side of the Florida Straits. These measurements allow us to estimate water density, which is related to flow through the thermal wind balance. We infer a substantial reduction of flow during Heinrich Event 1 and the Younger Dryas cooling, but little change during Heinrich Events 2 and 3, which occurred during an especially cold phase of the last glacial period. We speculate that because glacial circulation was already weakened before the onset of Heinrich Events 2 and 3, freshwater forcing had little additional effect. However, low-latitude climate perturbations were observed during all events. We therefore suggest that these perturbations may not have been directly caused by changes in heat transport associated with Atlantic overturning circulation as commonly assumed.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: National Science Foundation
#    Grant: OCE-0096472, OCE-0648258
#---------------------------------------
# Site Information
# Site_Name: KNR166-2-26JPC
# Northernmost_Latitude: 24.326833
# Southernmost_Latitude: 24.326833
# Easternmost_Longitude: -83.252333
# Westernmost_Longitude: -83.252333
# Elevation: -546
#---------------------------------------
# Data_Collection
#   Collection_Name: KNR166-2-26JPC Indiv LS14
#   First_Year: 35000
#   Last_Year: 600
#   Time_Unit: cal yr BP
#   Core_Length: 1120
#   Notes:
#---------------------------------------
# Chronology:
#
# Depth  Depth in cm
# Cal Age  Calendar Age (Calib 6.0 and the MARINE09 calibration data set)
# Quality  1 = used in Age model; 2 = not used in Age model
# 14C Age  conventional radiocarbon age, years before 1950AD
# 14C Error  radiocarbon age, standard error
# species  species analyzed for radiocarbon
# Depth  Cal Age  Quality  14C Age  14C error  species
# 0.75  634  1  1070  70  G. sacculifer
# 48.25  2760  1  2990  30  G. sacculifer
# 112.25  7251  1  6720  40  G. sacculifer
# 144.25  8576  1  8100  80  G. sacculifer
# 216.25  10418  1  9550  40  G. sacculifer
# 280.25  11130  1  10100  45  G. sacculifer, G. ruber
# 344.25  10944  2  10000  110  G. sacculifer
# 356.25  13225  2  11750  95  G. sacculifer
# 364.25  11872  2  10600  70  G. sacculifer, G. ruber
# 374.25  11656  2  10500  50  G. sacculifer
# 392.25  12342  2  10850  65  G. ruber
# 408.25  11285  2  10300  60  G. sacculifer, G. ruber
# 442.25  12077  1  10700  65  G. sacculifer, G. ruber
# 464.25  12251  1  10800  55  G. sacculifer, G. ruber
# 544.25  12515  1  11000  65  G. sacculifer, G. ruber
# 592.25  12866  1  11400  65  G. ruber
# 606.25  13106  1  11600  35  G. sacculifer
# 648.25  13807  1  12350  200  G. sacculifer
# 704.25  15857  1  13500  55  G. ruber
# 752.25  18271  1  15550  70  G. ruber
# 848.25  23760  1  20300  120  G. ruber
# 878.25  24896  1  21300  95  G. sacculifer, G. ruber
# 952.25  30693  1  26300  130  G. ruber
# 1014.25  31890  1  28200  180  G. ruber
# 1032.25  32160  2  28200  590  G. ruber
# 1074.25  33482  1  29300  380  G. ruber
# 1088.25  35398  2  31300  200  G. sacculifer, G. ruber
# 1104.25  34800  1  30600  170  G. sacculifer, G. ruber
# 1118.25  34958  1  30900  220  G. sacculifer
#---------------------------------------
# Variables
## depth_cm	depth,,,cm,,,,,N
## d13Cforams-b	delta 13C,Benthic foraminifers,,per mil PDB,,paleoceanography,,,N
## d18Oforams-b	delta 18O,Benthic foraminifers,,per mil PDB,,paleoceanography,,,N
## foramcnt	Number of foraminifera used,,, ,,paleoceanography,,,N
## age_calyrBP  Age,,,Cal yr BP,,,,,N
## notes	notes,,, ,,,,,C
#-----------------------------------------
# Data
# Missing Value: NaN
depth_cm	d13Cforams-b	d18Oforams-b	foramcnt	age_calyrBP	notes
0.75	0.80	1.90	2.00	634.00	Species: C. pachyderma ; Lab: LDEO
0.75	1.08	1.68	1.00	634.00	Species: P. ariminensis ; Lab: Georgia Tech
0.75	1.16	1.78	1.00	634.00	Species: P. ariminensis ; Lab: Georgia Tech
0.75	1.14	1.75	1.00	634.00	Species: P. ariminensis ; Lab: Georgia Tech
0.75	1.10	1.71	1.00	634.00	Species: P. ariminensis ; Lab: Georgia Tech
8.25	0.86	1.81	1.00	969.68	Species: C. pachyderma ; Lab: LDEO
8.25	1.21	1.56	1.00	969.68	Species: P. ariminensis ; Lab: Georgia Tech
8.25	1.22	1.69	1.00	969.68	Species: P. ariminensis ; Lab: Georgia Tech
8.25	1.11	1.71	1.00	969.68	Species: P. ariminensis ; Lab: Georgia Tech
32.25	0.88	1.84	4.00	2043.87	Species: C. pachyderma ; Lab: LDEO
32.25	0.99	1.77	1.00	2043.87	Species: P. ariminensis ; Lab: Georgia Tech
32.25	1.21	1.75	1.00	2043.87	Species: P. ariminensis ; Lab: Georgia Tech
32.25	1.17	1.66	2.00	2043.87	Species: P. ariminensis ; Lab: Georgia Tech
32.25	1.22	1.54	1.00	2043.87	Species: P. ariminensis ; Lab: Georgia Tech
40.25	1.17	1.62	1.00	2401.94	Species: P. ariminensis ; Lab: Georgia Tech
40.25	1.11	1.89	1.00	2401.94	Species: P. ariminensis ; Lab: Georgia Tech
40.25	1.21	1.75	2.00	2401.94	Species: P. ariminensis ; Lab: Georgia Tech
48.25	0.93	1.90	3.00	2760.00	Species: C. pachyderma ; Lab: LDEO
48.25	1.02	1.81	1.00	2760.00	Species: P. ariminensis ; Lab: Georgia Tech
48.25	1.15	1.65	2.00	2760.00	Species: P. ariminensis ; Lab: Georgia Tech
48.25	1.11	1.59	2.00	2760.00	Species: P. ariminensis ; Lab: Georgia Tech
56.25	0.91	1.76	4.00	3321.38	Species: C. pachyderma ; Lab: LDEO
56.25	1.18	1.92	1.00	3321.38	Species: P. ariminensis ; Lab: Georgia Tech
56.25	1.08	1.68	1.00	3321.38	Species: P. ariminensis ; Lab: Georgia Tech
56.25	1.12	1.55	1.00	3321.38	Species: P. ariminensis ; Lab: Georgia Tech
64.25	0.98	1.74	4.00	3882.75	Species: C. pachyderma ; Lab: LDEO
64.25	1.27	1.82	1.00	3882.75	Species: P. ariminensis ; Lab: Georgia Tech
64.25	1.23	1.68	1.00	3882.75	Species: P. ariminensis ; Lab: Georgia Tech
64.25	1.23	1.81	1.00	3882.75	Species: P. ariminensis ; Lab: Georgia Tech
64.25	1.25	1.60	1.00	3882.75	Species: P. ariminensis ; Lab: Georgia Tech
64.25	1.31	1.65	1.00	3882.75	Species: P. ariminensis ; Lab: Georgia Tech
72.25	0.93	1.86	4.00	4444.13	Species: C. pachyderma ; Lab: LDEO
72.25	1.21	1.59	1.00	4444.13	Species: P. ariminensis ; Lab: Georgia Tech
72.25	1.22	1.62	1.00	4444.13	Species: P. ariminensis ; Lab: Georgia Tech
72.25	1.27	1.72	1.00	4444.13	Species: P. ariminensis ; Lab: Georgia Tech
72.25	1.26	1.52	1.00	4444.13	Species: P. ariminensis ; Lab: Georgia Tech
80.25	1.09	1.72	3.00	5005.50	Species: C. pachyderma ; Lab: LDEO
80.25	1.23	1.71	1.00	5005.50	Species: P. ariminensis ; Lab: Georgia Tech
80.25	1.27	1.53	1.00	5005.50	Species: P. ariminensis ; Lab: Georgia Tech
80.25	0.94	2.06	1.00	5005.50	Species: P. ariminensis ; Lab: Georgia Tech
80.25	1.33	1.60	1.00	5005.50	Species: P. ariminensis ; Lab: Georgia Tech
88.25	0.97	1.77	3.00	5566.88	Species: C. pachyderma ; Lab: LDEO
88.25	1.16	1.77	1.00	5566.88	Species: P. ariminensis ; Lab: Georgia Tech
88.25	1.14	1.39	1.00	5566.88	Species: P. ariminensis ; Lab: Georgia Tech
88.25	1.19	1.85	1.00	5566.88	Species: P. ariminensis ; Lab: Georgia Tech
88.25	1.27	1.69	1.00	5566.88	Species: P. ariminensis ; Lab: Georgia Tech
88.25	1.23	1.73	2.00	5566.88	Species: P. ariminensis ; Lab: Georgia Tech
96.25	0.94	1.83	4.00	6128.25	Species: C. pachyderma ; Lab: LDEO
96.25	1.21	1.68	1.00	6128.25	Species: P. ariminensis ; Lab: Georgia Tech
96.25	1.29	1.80	1.00	6128.25	Species: P. ariminensis ; Lab: Georgia Tech
96.25	1.29	1.87	1.00	6128.25	Species: P. ariminensis ; Lab: Georgia Tech
96.25	0.99	1.86	1.00	6128.25	Species: P. ariminensis ; Lab: Georgia Tech
96.25	1.27	1.58	1.00	6128.25	Species: P. ariminensis ; Lab: Georgia Tech
103.50	1.18	1.73	1.00	6637.00	Species: P. ariminensis ; Lab: Georgia Tech
103.50	1.19	1.67	1.00	6637.00	Species: P. ariminensis ; Lab: Georgia Tech
103.50	1.27	1.73	1.00	6637.00	Species: P. ariminensis ; Lab: Georgia Tech
103.50	1.25	1.65	1.00	6637.00	Species: P. ariminensis ; Lab: Georgia Tech
103.75	0.90	1.76	4.00	6654.54	Species: C. pachyderma ; Lab: LDEO
103.75	1.19	1.82	1.00	6654.54	Species: P. ariminensis ; Lab: Georgia Tech
112.25	0.72	1.72	4.00	7251.00	Species: C. pachyderma ; Lab: LDEO
