Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
RS147-GC07,,,,0.045,0.045,,,,,,0.045,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.105,0.105,,,,,,0.105,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.165,0.165,,,,,,0.165,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.20500000000000002,0.20500000000000002,,,,,,0.20500000000000002,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.215,0.215,,,,,,0.215,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.23500000000000001,0.23500000000000001,,,,,,0.23500000000000001,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.255,0.255,,,,,,0.255,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.26,0.26,,,,,,0.26,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.275,0.275,,,,,,0.275,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.305,0.305,,,,,,0.305,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.325,0.325,,,,,,0.325,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.355,0.355,,,,,,0.355,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.375,0.375,,,,,,0.375,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.405,0.405,,,,,,0.405,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.435,0.435,,,,,,0.435,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.455,0.455,,,,,,0.455,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.47500000000000003,0.47500000000000003,,,,,,0.47500000000000003,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.485,0.485,,,,,,0.485,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.505,0.505,,,,,,0.505,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.525,0.525,,,,,,0.525,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.535,0.535,,,,,,0.535,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.545,0.545,,,,,,0.545,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.5650000000000001,0.5650000000000001,,,,,,0.5650000000000001,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.585,0.585,,,,,,0.585,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.605,0.605,,,,,,0.605,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.625,0.625,,,,,,0.625,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.655,0.655,,,,,,0.655,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.675,0.675,,,,,,0.675,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.705,0.705,,,,,,0.705,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.715,0.715,,,,,,0.715,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.745,0.745,,,,,,0.745,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.765,0.765,,,,,,0.765,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.795,0.795,,,,,,0.795,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.835,0.835,,,,,,0.835,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.855,0.855,,,,,,0.855,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.875,0.875,,,,,,0.875,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.895,0.895,,,,,,0.895,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.9400000000000001,0.9400000000000001,,,,,,0.9400000000000001,depth model associated with Cibicidoides data,
RS147-GC07,,,,0.99,0.99,,,,,,0.99,depth model associated with Cibicidoides data,
RS147-GC07,,,,1.045,1.045,,,,,,1.045,depth model associated with Cibicidoides data,
RS147-GC07,,,,1.085,1.085,,,,,,1.085,depth model associated with Cibicidoides data,
RS147-GC07,,,,1.145,1.145,,,,,,1.145,depth model associated with Cibicidoides data,
RS147-GC07,,,,1.185,1.185,,,,,,1.185,depth model associated with Cibicidoides data,
RS147-GC07,,,,1.245,1.245,,,,,,1.245,depth model associated with Cibicidoides data,
RS147-GC07,,,,1.285,1.285,,,,,,1.285,depth model associated with Cibicidoides data,
