Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
RS124-GC07,,GC07,,0.045,0.045,,,,,,0.045,,
RS124-GC07,,GC07,,0.105,0.105,,,,,,0.105,,
RS124-GC07,,GC07,,0.165,0.165,,,,,,0.165,,
RS124-GC07,,GC07,,0.205,0.205,,,,,,0.205,,
RS124-GC07,,GC07,,0.215,0.215,,,,,,0.215,,
RS124-GC07,,GC07,,0.235,0.235,,,,,,0.235,,
RS124-GC07,,GC07,,0.255,0.255,,,,,,0.255,,
RS124-GC07,,GC07,,0.275,0.275,,,,,,0.275,,
RS124-GC07,,GC07,,0.305,0.305,,,,,,0.305,,
RS124-GC07,,GC07,,0.325,0.325,,,,,,0.325,,
RS124-GC07,,GC07,,0.355,0.355,,,,,,0.355,,
RS124-GC07,,GC07,,0.405,0.405,,,,,,0.405,,
RS124-GC07,,GC07,,0.435,0.435,,,,,,0.435,,
RS124-GC07,,GC07,,0.455,0.455,,,,,,0.455,,
RS124-GC07,,GC07,,0.475,0.475,,,,,,0.475,,
RS124-GC07,,GC07,,0.485,0.485,,,,,,0.485,,
RS124-GC07,,GC07,,0.505,0.505,,,,,,0.505,,
RS124-GC07,,GC07,,0.525,0.525,,,,,,0.525,,
RS124-GC07,,GC07,,0.535,0.535,,,,,,0.535,,
RS124-GC07,,GC07,,0.545,0.545,,,,,,0.545,,
RS124-GC07,,GC07,,0.565,0.565,,,,,,0.565,,
RS124-GC07,,GC07,,0.585,0.585,,,,,,0.585,,
RS124-GC07,,GC07,,0.605,0.605,,,,,,0.605,,
RS124-GC07,,GC07,,0.625,0.625,,,,,,0.625,,
RS124-GC07,,GC07,,0.655,0.655,,,,,,0.655,,
RS124-GC07,,GC07,,0.675,0.675,,,,,,0.675,,
RS124-GC07,,GC07,,0.705,0.705,,,,,,0.705,,
RS124-GC07,,GC07,,0.715,0.715,,,,,,0.715,,
RS124-GC07,,GC07,,0.745,0.745,,,,,,0.745,,
RS124-GC07,,GC07,,0.765,0.765,,,,,,0.765,,
RS124-GC07,,GC07,,0.795,0.795,,,,,,0.795,,
RS124-GC07,,GC07,,0.835,0.835,,,,,,0.835,,
RS124-GC07,,GC07,,0.855,0.855,,,,,,0.855,,
RS124-GC07,,GC07,,0.875,0.875,,,,,,0.875,,
RS124-GC07,,GC07,,0.895,0.895,,,,,,0.895,,
RS124-GC07,,GC07,,0.94,0.94,,,,,,0.94,,
RS124-GC07,,GC07,,0.99,0.99,,,,,,0.99,,
RS124-GC07,,GC07,,1.045,1.045,,,,,,1.045,,
RS124-GC07,,GC07,,1.085,1.085,,,,,,1.085,,
RS124-GC07,,GC07,,1.145,1.145,,,,,,1.145,,
RS124-GC07,,GC07,,1.185,1.185,,,,,,1.185,,
RS124-GC07,,GC07,,1.245,1.245,,,,,,1.245,,
RS124-GC07,,GC07,,1.285,1.285,,,,,,1.285,,
