Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
RS147-GC07,,0.015,c14 AMS,NZA 6684,Globorotalia inflata,1167,,,350,,,716,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.405,c14 AMS,OZC987,Globorotalia inflata,9530,,,350,,,10870,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.445,c14 AMS,OZD257,Globorotalia inflata,10100,,,350,,,11675,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.505,c14 AMS,OZC610,Globorotalia inflata,10870,,,350,,,13304,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.58,c14 AMS,OZD258,Globorotalia inflata,11850,,,350,,,13856,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.655,c14 AMS,OZC988,Globorotalia inflata,13650,,,350,,,16242,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.745,c14 AMS,OZC989,Globorotalia inflata,14070,,,350,,,16778,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.825,c14 AMS,NZA 6639,Globorotalia inflata,15360,,,350,,,18728,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.895,c14 AMS,OZC990,Globorotalia inflata,16450,,,350,,,19639,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
RS147-GC07,,0.985,c14 AMS,OZC991,Globorotalia inflata,18150,,,350,,,21625,,,,,,"Calendar ages calculated with CALIB 5.0 originally, but updated to InCal13marine for Sikes et al. 2016",,"Sikes, E. L., W. R. Howard, C. R. Samson, T. S. Mahan, L. G. Robertson, and J. K. Volkman (2009), Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the Late Quaternary, Paleoceanography, 24(PA2201), PA2201, doi:2210.1029/2008PA001659.002009",
