Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
W8402A-14GC,,,,0.02,0.02,,,,,,0.02,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.07,0.07,,,,,,0.07,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.07,0.07,,,,,,0.07,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.11,0.11,,,,,,0.11,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.18,0.18,,,,,,0.18,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.18,0.18,,,,,,0.18,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.23,0.23,,,,,,0.23,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.28,0.28,,,,,,0.28,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.38,0.38,,,,,,0.38,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.43,0.43,,,,,,0.43,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.48,0.48,,,,,,0.48,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.53,0.53,,,,,,0.53,depth model associated with Cibicidoides data,
W8402A-14GC,,,,0.58,0.58,,,,,,0.58,depth model associated with Cibicidoides data,
