Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
EW0408-26JC,,0.01,13506.1111111,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.01,13506.1111111,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.025,13515.2777778,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.035,13521.3888889,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.045,13527.5,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.055,13533.6111111,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.065,13539.7222222,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.075,13545.8333333,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.085,13551.9444444,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.095,13558.0555556,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.1,13561.1111111,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.125,13576.3888889,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.145,13588.6111111,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.165,13600.8333333,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.185,13613.0555556,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.2,13622.2222222,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.225,13637.5,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.225,13637.5,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.245,13649.7222222,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.245,13649.7222222,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.265,13661.944444400002,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.28500000000000003,13674.1666667,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.29,13677.222222200002,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.305,13686.3888889,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.325,13698.611111099997,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.355,13716.944444400002,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.385,13735.2777778,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.4,13744.4444444,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.465,13784.1666667,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.485,13796.3888889,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
EW0408-26JC,,0.5650000000000001,13845.2777778,,,,,4,Age model calculated by Alan Mix,d18O aligment,1
