Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
V19-27,,0.315,427.88999999999993,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.32,752.05,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.355,2235.5,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.36,2354.5,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.405,3516.1,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.41,3645.7000000000003,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.455,4808.2,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.46,4970.2,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.505,6054.700000000001,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.51,6151.4,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.545,6880.6,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.55,7039.900000000001,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.59,8246.6,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.595,8403.1,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.645,10170.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.65,10368.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.705,12019.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.71,12124.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.745,12920.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.75,13061.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.79,13970.999999999998,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.795,14084.000000000002,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.845,15126.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.85,15225.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.905,16387.999999999996,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.91,16504.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.945,17285.999999999996,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,0.95,17392.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.015,18702.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.02,18842.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.045,19426.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.05,19518.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.095,20307.000000000004,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.1,20395.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.145,21256.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.15,21366.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.205,22599.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.21,22708.000000000004,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.245,23432.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.25,23533.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.295,24676.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.3,24842.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.345,26497.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.35,26684.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.395,28551.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.4,28763.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.455,31685.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.46,31971.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.495,33723.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.5,33989.00000000001,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.555,37178.00000000001,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.56,37450.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.605,40213.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.61,40540.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
V19-27,,1.655,42894.0,,,,,4,Age model from Peterson and Lisiecki (2018),,1
