Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
V19-27,,,,0.05,0.05,,,,,,0.05,depth model from Peterson 2018,
V19-27,,,,0.1,0.1,,,,,,0.1,depth model from Peterson 2018,
V19-27,,,,0.1,0.1,,,,,,0.1,depth model from Peterson 2018,
V19-27,,,,0.12,0.12,,,,,,0.12,depth model from Peterson 2018,
V19-27,,,,0.16,0.16,,,,,,0.16,depth model from Peterson 2018,
V19-27,,,,0.21,0.21,,,,,,0.21,depth model from Peterson 2018,
V19-27,,,,0.21,0.21,,,,,,0.21,depth model from Peterson 2018,
V19-27,,,,0.25,0.25,,,,,,0.25,depth model from Peterson 2018,
V19-27,,,,0.32,0.32,,,,,,0.32,depth model from Peterson 2018,
V19-27,,,,0.32,0.32,,,,,,0.32,depth model from Peterson 2018,
V19-27,,,,0.36,0.36,,,,,,0.36,depth model from Peterson 2018,
V19-27,,,,0.41,0.41,,,,,,0.41,depth model from Peterson 2018,
V19-27,,,,0.41,0.41,,,,,,0.41,depth model from Peterson 2018,
V19-27,,,,0.46,0.46,,,,,,0.46,depth model from Peterson 2018,
V19-27,,,,0.51,0.51,,,,,,0.51,depth model from Peterson 2018,
V19-27,,,,0.55,0.55,,,,,,0.55,depth model from Peterson 2018,
V19-27,,,,0.59,0.59,,,,,,0.59,depth model from Peterson 2018,
V19-27,,,,0.59,0.59,,,,,,0.59,depth model from Peterson 2018,
V19-27,,,,0.65,0.65,,,,,,0.65,depth model from Peterson 2018,
V19-27,,,,0.71,0.71,,,,,,0.71,depth model from Peterson 2018,
V19-27,,,,0.75,0.75,,,,,,0.75,depth model from Peterson 2018,
V19-27,,,,0.79,0.79,,,,,,0.79,depth model from Peterson 2018,
V19-27,,,,0.79,0.79,,,,,,0.79,depth model from Peterson 2018,
V19-27,,,,0.85,0.85,,,,,,0.85,depth model from Peterson 2018,
V19-27,,,,0.85,0.85,,,,,,0.85,depth model from Peterson 2018,
V19-27,,,,0.91,0.91,,,,,,0.91,depth model from Peterson 2018,
