Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD99-2339,,0.575,planktonic foraminifera calcite,OS-37284,G. ruber white & pink,2300,35,35,349.6,52.2,52.2,1896,148,170,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,0.575,planktonic foraminifera calcite,OS-37236,deep dwelling foraminifera,2200,95,95,363.7,52.1,52.1,1764,271,236,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,1.575,planktonic foraminifera calcite,OS-37237,surface dwelling foraminifera,5710,35,35,453.8,50.4,50.4,6045,144,133,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,1.8,planktonic foraminifera calcite,OS-39990,G. ruber white & pink,8150,60,60,334.7,50.6,50.6,8629,344,207,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,2.175,planktonic foraminifera calcite,OS-37238,surface dwelling foraminifera,10850,70,70,497.8,54.8,54.8,12213,319,381,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,2.175,planktonic foraminifera calcite,OS-36650,G. inflata,10750,65,65,515.1,57,57,11973,414,356,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,2.775,planktonic foraminifera calcite,OS-37239,deep dwelling foraminifera,12650,55,55,463,43.2,43.2,14066,236,259,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,4.335,pteropod agonite,OS-37240,NaN,16350,85,85,701.8,47.1,47.1,18900,242,198,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,8.135,planktonic foraminifera calcite,OS-37241,deep dwelling foraminifera,25400,180,180,784.1,50.6,50.6,28651,429,439,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,9.565,planktonic foraminifera calcite,OS-37242,surface dwelling foraminifera,26400,250,250,764.8,57.8,57.8,29848,713,669,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,9.565,planktonic foraminifera calcite,OS-37243,deep dwelling foraminifera,29000,170,170,679.7,61.4,61.4,32204,621,604,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,10.205,planktonic foraminifera calcite,KIA19146,deep dwelling foraminifera,31890,380,400,689.6,49.9,49.9,35152,811,706,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,10.56,planktonic foraminifera calcite,KIA19147,surface dwelling foraminifera,32850,450,480,699.3,75.5,75.5,36100,1309,1045,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,10.56,planktonic foraminifera calcite,KIA19148,deep dwelling foraminifera,32810,420,440,700.1,71.9,71.9,36025,1143,989,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,11.955,planktonic foraminifera calcite,KIA19149,surface dwelling foraminifera,34950,550,590,745,64.6,64.6,38712,1325,1529,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,12.51,planktonic foraminifera calcite,KIA19150,deep dwelling foraminifera,36800,660,720,841.1,63.1,63.1,40589,1228,1294,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,13.08,planktonic foraminifera calcite,KIA19151,deep dwelling foraminifera,37270,700,770,920,57.6,57.6,40935,1188,1266,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,13.795,planktonic foraminifera calcite,KIA19152,deep dwelling foraminifera,38630,830,930,957.3,75.7,75.7,42023,1240,1284,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
MD99-2339,,15.42,planktonic foraminifera calcite,KIA19153,deep dwelling foraminifera,41420,1170,1370,809.4,66.2,66.2,44318,2085,1730,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.465021
