Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
GEOFAR-KF13,,0.225,,,G.ruber,6990,80,80,500,100,100,7344,126,97,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,0.305,,,G.ruber,8210,80,80,500,100,100,8462,118,114,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,0.405,,,G.ruber,9010,90,90,500,100,100,9443,107,172,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,0.735,,,G.bulloides,12230,130,130,500,200,200,13464,256,223,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,1.005,,,G.bulloides,13030,140,140,500,200,200,14549,401,427,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,1.105,,,G.bulloides,13520,160,160,500,200,200,15357,443,366,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,1.305,,,G.bulloides,14160,160,160,500,200,200,16257,343,370,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,1.705,,,G.bulloides,16160,210,210,500,200,200,18674,296,337,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,2.005,,,G.bulloides,18690,290,290,500,200,200,21709,481,407,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,2.205,,,G.bulloides,20200,340,340,500,200,200,23432,448,472,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GEOFAR-KF13,,2.405,,,G.bulloides,21730,430,430,500,200,200,25205,525,548,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
