Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
PS75-104-1,,0.025,,UCIAMS175701,,2160,15,15,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.185,,ETH56144.2.1,,7760,110,110,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.305,,UCIAMS175702,,10440,25,25,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.305,,UCIAMS181738,,9565,30,30,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.315,,UCIAMS181739,,9885,20,20,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.325,,UCIAMS181740,,10635,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.335,,UCIAMS181741,,10690,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.345,,,,,0,0,0,,,,,,,,,Plateau ? top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.345,,UCIAMS181742,,11990,25,25,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.355,,UCIAMS181743,,10995,20,20,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.365,,UCIAMS181744,,11780,30,30,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.365,,,,,0,0,0,,,,,,,,,Plateau ? base,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.375,,UCIAMS181745,,11205,20,20,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.385,,UCIAMS175703,,12715,35,35,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.395,,UCIAMS181746,,10025,20,20,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.4,,,,,0,0,810,280,280,14160,0.28,280,,,,Plateau 1 top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.405,,UCIAMS175704,,11585,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.415,,UCIAMS181747,,12400,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.425,,UCIAMS175705,,13340,30,30,0,,,,,,,,,1,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.445,,UCIAMS175706,,12945,30,30,0,,,,,,,,,1,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.465,,UCIAMS175707,,13420,30,30,0,,,,,,,,,1,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.525,,UCIAMS175708,,13555,30,30,0,,,,,,,,,1,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.545,,UCIAMS175709,,14000,40,40,0,,,,,,,,,(outlier),,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.555,,UCIAMS181748,,11345,35,35,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.565,,UCIAMS175710,,13155,30,30,0,,,,,,,,,1,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.575,,,,,0,0,0,0,0,15100,,0,,,,Plateau 1 base,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.575,,UCIAMS181749,,12680,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.585,,ETH56148.2.1,,14075,134,134,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.585,,UCIAMS175711,,13985,30,30,0,0,0,10,,0,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.595,,,,,0,0,1180,350,350,15420,0.35,350,,,,Plateau 2a top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.595,,UCIAMS181750,,12980,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.605,,UCIAMS175712,,14670,40,40,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.625,,UCIAMS175714,,14365,30,30,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.645,,UCIAMS175715,,15060,40,40,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.665,,UCIAMS175716,,14325,30,30,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.675,,UCIAMS181751,,11850,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.685,,ETH56150.2.1,,14590,134,134,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.685,,UCIAMS175717,,14330,30,30,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.695,,UCIAMS181752,,11420,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.705,,UCIAMS175718,,13285,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.725,,UCIAMS175719,,11175,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.745,,UCIAMS175720,,11305,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.765,,UCIAMS181753,,14790,60,60,0,,,,,,,,,2a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.77,,,,,0,0,1190,0,0,16520,,0,,,,Plateau 2a/b,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.805,,AWI1779.1.1,,15040,155,155,0,0,0,16930,,0,,,,2b ?,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.825,,UCIAMS175721,,10565,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.845,,AWI1883.1.1,,13867,152,152,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.86,,,,,0,0,1090,265,265,17500,0.265,265,,,,Plateau 3 top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.905,,AWI1780.1.1,,15840,155,155,0,,,,,,,,,3,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.945,,AWI1781.1.1,,16045,160,160,0,,,,,,,,,3,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.965,,ETH56158.2.1,,15680,138,138,0,,,,,,,,,3,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,0.985,,UCIAMS175722,,13880,35,35,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.035,,UCIAMS175723,,15920,80,80,0,,,,,,,,,3,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.075,,AWI1782.1.1,,15340,145,145,0,,,,,,,,,3,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.09,,,,,0,0,0,0,0,18220,,0,,,,Plateau 3 base,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.095,,UCIAMS175724,,10405,25,25,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.115,,AWI1783.1.1,,12380,140,140,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.14,,,,,0,0,1500,340,340,18650,0.34,340,,,,Plateau 4 top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.145,,AWI1784.1.1,,17640,180,180,0,,,,,,,,,4,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.185,,UCIAMS175725,,13100,35,35,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.205,,AWI1785.1.1,,16240,190,190,0,,,,,,,,,(outlier),,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.265,,AWI1884.1.1,,10417,136,136,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.275,,AWI1786.1.1,,12280,140,140,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.305,,AWI1885.1.1,,15086,170,170,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.325,,UCIAMS175726,,17080,80,80,0,,,,,,,,,4,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.35,,,,,0,0,0,0,0,19590,,0,,,,Plateau 4 base,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.35,,,,,0,0,0,,,,,,,,,Hiatus,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.37,,,,,0,0,0,,,,,,,,,Hiatus,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.37,,,,,0,0,1030,270,270,21000,0.27,270,,,,Plateau 6a top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.385,,AWI1886.1.1,,18690,166,166,0,,,,,,,,,6a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.415,,AWI1887.1.1,,18656,177,177,0,,,,,,,,,6a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.475,,AWI1888.1.1,,18813,185,185,0,,,,,,,,,6a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.535,,AWI1889.1.1,,18633,196,196,0,,,,,,,,,6a,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.55,,,,,0,0,1275,285,285,21890,0.285,285,,,,6a base / 6b top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.565,,AWI1890.1.1,,19112,196,196,0,,,,,,,,,6b,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.585,,NOSAM144170,,16050,50,50,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.625,,AWI1891.1.1,,19396,184,184,0,,,,,,,,,6b,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.675,,AWI1892.1.1,,19736,210,210,0,,,,,,,,,6b,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.695,,NOSAM144171,,19150,75,75,0,,,,,,,,,6b,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.7,,,,,0,0,0,0,0,22300,,0,,,,Plateau 6b base,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.755,,AWI 2194.1.1,,18511,166,166,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.765,,,,,0,0,1480,210,210,0,0.21,210,,,,?Plateau 7 top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.795,,NOSAM144172,,17900,60,60,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.815,,AWI 2156.1.1,,12240,114,114,0,,,,,,,,,burrows,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.855,,AWI 2157.1.1,,20499,176,176,0,,,,,,,,,7,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.895,,AWI 2158.1.1,,20143,182,182,0,,,,,,,,,7,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.92,,,,,0,0,1650,320,320,22940,0.32,320,,,,7 base / 8 top,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.945,,AWI 2159.1.1,,21219,176,176,0,,,,,,,,,8,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,1.985,,AWI 2160.1.1,,21430,200,200,0,,,,,,,,,8,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,2.005,,AWI 2161.1.1,,21419,234,234,0,,,,,,,,,8,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,2.05,,,,,0,0,0,0,0,24250,,0,,,,8 base,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,2.135,,AWI 2162.1.1,,22118,205,205,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
PS75-104-1,,2.185,,AWI 2163.1.1,,22459,206,206,0,,,,,,,,,,,Kussner et al. 2017 Marine Geology,
