Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
PS75-104-1,,0,3300,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.02,3730,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.04,4020,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.08,4590,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.1,4870,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.14,5490,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.18,7480,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.24,9300,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.26,9910,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.28,10520,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.3,11120,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.32,11730,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.34,12340,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.36,12950,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.42,14270,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.44,14370,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.56,15020,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.68,15950,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.72,16210,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.74,16330,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.76,16460,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.78,16640,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.79,16750,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.86,17500,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.88,17560,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.9,17630,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.92,17690,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.94,17750,,,,,2,from Kussner et al. 2017 Marine Geology,,
PS75-104-1,,0.98,17880,,,,,2,from Kussner et al. 2017 Marine Geology,,
