Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
POS457-909-2,,,,0.005,0.005,,,,,,0.005,,
POS457-909-2,,,,0.025,0.025,,,,,,0.025,,
POS457-909-2,,,,0.045,0.045,,,,,,0.045,,
POS457-909-2,,,,0.055,0.055,,,,,,0.055,,
POS457-909-2,,,,0.065,0.065,,,,,,0.065,,
POS457-909-2,,,,0.075,0.075,,,,,,0.075,,
POS457-909-2,,,,0.085,0.085,,,,,,0.085,,
POS457-909-2,,,,0.095,0.095,,,,,,0.095,,
POS457-909-2,,,,0.105,0.105,,,,,,0.105,,
POS457-909-2,,,,0.115,0.115,,,,,,0.115,,
POS457-909-2,,,,0.125,0.125,,,,,,0.125,,
POS457-909-2,,,,0.145,0.145,,,,,,0.145,,
POS457-909-2,,,,0.165,0.165,,,,,,0.165,,
POS457-909-2,,,,0.175,0.175,,,,,,0.175,,
POS457-909-2,,,,0.185,0.185,,,,,,0.185,,
POS457-909-2,,,,0.195,0.195,,,,,,0.195,,
POS457-909-2,,,,0.205,0.205,,,,,,0.205,,
POS457-909-2,,,,0.215,0.215,,,,,,0.215,,
POS457-909-2,,,,0.235,0.235,,,,,,0.235,,
POS457-909-2,,,,0.255,0.255,,,,,,0.255,,
POS457-909-2,,,,0.275,0.275,,,,,,0.275,,
POS457-909-2,,,,0.295,0.295,,,,,,0.295,,
POS457-909-2,,,,0.305,0.305,,,,,,0.305,,
POS457-909-2,,,,0.315,0.315,,,,,,0.315,,
POS457-909-2,,,,0.335,0.335,,,,,,0.335,,
POS457-909-2,,,,0.355,0.355,,,,,,0.355,,
POS457-909-2,,,,0.415,0.415,,,,,,0.415,,
POS457-909-2,,,,0.435,0.435,,,,,,0.435,,
POS457-909-2,,,,0.455,0.455,,,,,,0.455,,
POS457-909-2,,,,0.475,0.475,,,,,,0.475,,
POS457-909-2,,,,0.495,0.495,,,,,,0.495,,
POS457-909-2,,,,0.505,0.505,,,,,,0.505,,
POS457-909-2,,,,0.515,0.515,,,,,,0.515,,
POS457-909-2,,,,0.535,0.535,,,,,,0.535,,
POS457-909-2,,,,0.555,0.555,,,,,,0.555,,
POS457-909-2,,,,0.575,0.575,,,,,,0.575,,
POS457-909-2,,,,0.595,0.595,,,,,,0.595,,
POS457-909-2,,,,0.605,0.605,,,,,,0.605,,
POS457-909-2,,,,0.615,0.615,,,,,,0.615,,
POS457-909-2,,,,0.635,0.635,,,,,,0.635,,
POS457-909-2,,,,0.715,0.715,,,,,,0.715,,
POS457-909-2,,,,0.735,0.735,,,,,,0.735,,
POS457-909-2,,,,0.775,0.775,,,,,,0.775,,
POS457-909-2,,,,0.795,0.795,,,,,,0.795,,
POS457-909-2,,,,0.815,0.815,,,,,,0.815,,
POS457-909-2,,,,0.855,0.855,,,,,,0.855,,
POS457-909-2,,,,0.895,0.895,,,,,,0.895,,
POS457-909-2,,,,0.915,0.915,,,,,,0.915,,
POS457-909-2,,,,0.935,0.935,,,,,,0.935,,
POS457-909-2,,,,0.955,0.955,,,,,,0.955,,
POS457-909-2,,,,0.975,0.975,,,,,,0.975,,
POS457-909-2,,,,0.995,0.995,,,,,,0.995,,
POS457-909-2,,,,1.005,1.005,,,,,,1.005,,
POS457-909-2,,,,1.035,1.035,,,,,,1.035,,
POS457-909-2,,,,1.055,1.055,,,,,,1.055,,
POS457-909-2,,,,1.095,1.095,,,,,,1.095,,
POS457-909-2,,,,1.115,1.115,,,,,,1.115,,
POS457-909-2,,,,1.135,1.135,,,,,,1.135,,
POS457-909-2,,,,1.155,1.155,,,,,,1.155,,
POS457-909-2,,,,1.175,1.175,,,,,,1.175,,
POS457-909-2,,,,1.195,1.195,,,,,,1.195,,
POS457-909-2,,,,1.235,1.235,,,,,,1.235,,
POS457-909-2,,,,1.255,1.255,,,,,,1.255,,
POS457-909-2,,,,1.275,1.275,,,,,,1.275,,
POS457-909-2,,,,1.295,1.295,,,,,,1.295,,
POS457-909-2,,,,1.305,1.305,,,,,,1.305,,
POS457-909-2,,,,1.335,1.335,,,,,,1.335,,
POS457-909-2,,,,1.355,1.355,,,,,,1.355,,
POS457-909-2,,,,1.395,1.395,,,,,,1.395,,
POS457-909-2,,,,1.405,1.405,,,,,,1.405,,
POS457-909-2,,,,1.415,1.415,,,,,,1.415,,
POS457-909-2,,,,1.435,1.435,,,,,,1.435,,
POS457-909-2,,,,1.455,1.455,,,,,,1.455,,
