Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD77-176,,0.65,,,G.ruber ,3060,60,60,,,,2620,40,40,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,0.65,,,Cibicidoidesspp. ,4180,60,60,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,0.65,,,Hoeglundina elegans ,4270,55,55,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,2.2,,,G.ruber ,5120,70,70,,,,5520,100,100,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,2.2,,,Cibicidoides spp. ,5870,60,60,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,2.2,,,Hoeglundina elegans ,6110,70,70,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,3.05,,,G.ruber ,6960,80,80,,,,7290,70,70,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,3.05,,,Hoeglundina elegans ,7890,90,90,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,4,,,G.ruber ,9350,45,45,,,,9985,180,180,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,4,,,Cibicidoidesspp. ,9730,100,100,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,4,,,Hoeglundina elegans ,9700,90,90,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
