Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD77-176,,4.45,,,G.ruber ,10950,90,90,,,,11000,110,110,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,4.45,,,Hoeglundina elegans ,11080,100,100,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,4.96,,,G.ruber ,11450,90,90,,,,12280,120,120,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,4.96,,,Hoeglundina elegans ,11650,90,90,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,5.35,,,G.ruber ,12910,110,110,,,,14000,230,230,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,5.35,,,Hoeglundina elegans ,13680,110,110,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,5.65,,,G.ruber ,14880,70,70,,,,15405,180,180,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,5.65,,,Hoeglundina elegans ,15260,80,80,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,5.85,,,G.ruber ,16420,70,70,,,,16890,100,100,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,5.85,,,Mixed two benthic ,17250,280,280,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,6.17,,,G.ruber ,16660,120,120,,,,19580,100,100,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,6.17,,,Hoeglundina elegans ,17950,130,130,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,7.4,,,G.ruber ,23420,140,140,,,,27060,240,240,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
MD77-176,,7.5,,,Cibicidoides spp. ,23550,360,360,,,,,,,,GISP2 Greenland,,,,"Ma, R., Sepulcre, S., Licari, L., Bassinot, F., Liu, Z., Tisnerat-Laborde, N., et al (2019), Geochemistry, Geophysics, Geosystems, 20, 1592-1608. https://doi.org/10.1029/2018GC008179",
