# NOAA Paleoclimatology Program - Paleocean Site Data
# m952042s-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicholas J. Shackleton
# Core/Site:      MD952042
# Latitude:       37.48.00N	( 37.8)
# Longitude:      10.10.00W	( -10.16667)
# Water Depth(m): 3146
#
# Publications:
#   Shackleton, N.J., M.A. Hall, and E. Vincent. 2000. Phase relationships between
#     millennial scale events 64000 to 24000 years ago. Paleoceanography 15(6):565.
#------------------
#
# Description & Notes:
#   MD952042 High Resolution Oxygen and Carbon Isotope Data.
#   Data precision: better than .1 per mil. Chronostratigraphic information: direct
#   AMS and match to coral ages for events; GRIP Date of data generation: 1996. Please
#   note: tuning to GISP2 60-75 ka (GISP-matched agemod,
revised June 2002 at 68.72
#   ka)
#
# Variables:
#             depth         Depth (cm)
#             yrBP GRIP     radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             yrBP GISP     radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Ch.eleg    delta C13 PDB (Hoeglundina elegans)
#             d18Ocwuell_corr             delta O18 PDB (benthic foraminifers) corrected to compare with Uvigerina spp.
#             d18Oh.eleg    delta O18 PDB (Hoeglundina elegans)
#             d13Cp.wuell   delta C13 PDB (Planulina wuellerstorfi)
#             d18Op.wuell   delta O18 PDB (Planulina wuellerstorfi)
#             d13Cg.bull    delta C13 PDB (Globigerina bulloides)
#             d18Og.bull    delta O18 PDB (Globigerina bulloides)
#             d13Cg.affin   delta C13 PDB (Globobulimina affinis)
#             d18Og.affin   delta O18 PDB (Globobulimina affinis)
#             d13Ccibid     delta C13 PDB (Cibicidoides sp.)
#             d18Ocibid     delta O18 PDB (Cibicidoides sp.)
#             d13Cu.pereg   delta C13 PDB (Uvigerina peregrina)
#             d18Ou.pereg   delta O18 PDB (Uvigerina peregrina)
#             d13Cm.barle   delta C13 PDB (Melonis barleanum)
#             d18Om.barle   delta O18 PDB (Melonis barleanum)
#
# CORE: MD952042
depth	yrBP GRIP	yrBP GISP	d13Ch.eleg	d18Ocwuell_corr	d18Oh.eleg	d13Cp.wuell	d18Op.wuell	d13Cg.bull	d18Og.bull	d13Cg.affin	d18Og.affin	d13Ccibid	d18Ocibid	d13Cu.pereg	d18Ou.pereg	d13Cm.barle	d18Om.barle	notes
1032	-999	-999	-999	-999	-999	-999	-999	-0.69	2.45	-999	-999	-999	-999	-999	-999	-999	-999	P96/2817
1032	-999	-999	-999	-999	-999	-999	-999	-0.48	2.53	-999	-999	-999	-999	-999	-999	-999	-999	P96/2977
1036	-999	-999	-999	4.17	-999	-999	-999	-999	-999	-1.65	4.47	-1.65	4.47	-999	-999	-999	-999	MD95-2042M99/1387
1036	-999	-999	-999	4.84	-999	-999	-999	-999	-999	-1.58	5.14	-1.58	5.14	-999	-999	-999	-999	MD95-2042M99/1168
1036	-999	-999	-999	4.29	-999	-999	-999	-999	-999	-999	-999	-0.66	4.44	-0.66	4.44	-999	-999	MD95-2042M99/1388
1036	-999	-999	-999	-999	-999	-999	-999	-0.79	2.2	-999	-999	-999	-999	-999	-999	-999	-999	P96/2818
1036	-999	-999	-999	-999	-999	-999	-999	-0.81	2.11	-999	-999	-999	-999	-999	-999	-999	-999	P96/2978
1040	-999	-999	-999	4.63	-999	-999	-999	-999	-999	-1.81	4.93	-1.81	4.93	-999	-999	-999	-999	MD95-2042M99/1172
1040	-999	-999	-999	4.69	-999	0.25	4.05	-999	-999	-999	-999	0.25	4.05	-999	-999	-999	-999	MD95-2042M99/1171
1040	-999	-999	-999	4.82	-999	-999	-999	-999	-999	-999	-999	-0.69	4.97	-0.69	4.97	-999	-999	MD95-2042M99/1173
1040	-999	-999	-999	-999	-999	-999	-999	-1.11	2.01	-999	-999	-999	-999	-999	-999	-999	-999	S95/3933
1044	-999	-999	-999	4.49	-999	-999	-999	-999	-999	-1.74	4.79	-1.74	4.79	-999	-999	-999	-999	MD95-2042M99/1175
1044	-999	-999	-999	4.72	-999	-999	-999	-999	-999	-999	-999	-0.76	4.87	-0.76	4.87	-999	-999	MD95-2042M99/1174
1044	-999	-999	-999	-999	-999	-999	-999	-0.77	1.88	-999	-999	-999	-999	-999	-999	-999	-999	P96/2819
1044	-999	-999	-999	-999	-999	-999	-999	-1.08	1.45	-999	-999	-999	-999	-999	-999	-999	-999	P96/2979
1048	-999	-999	-999	4.72	-999	-999	-999	-999	-999	-1.87	5.02	-1.87	5.02	-999	-999	-999	-999	MD95-2042M99/1177
1048	-999	-999	-999	4.69	-999	0.08	4.05	-999	-999	-999	-999	0.08	4.05	-999	-999	-999	-999	MD95-2042M99/1176
1048	-999	-999	-999	-999	-999	-999	-999	-1.08	1.32	-999	-999	-999	-999	-999	-999	-999	-999	P96/2820
1048	-999	-999	-999	-999	-999	-999	-999	-0.78	1.74	-999	-999	-999	-999	-999	-999	-999	-999	P96/2980
1052	-999	-999	-999	4.71	-999	-999	-999	-999	-999	-1.68	5.01	-1.68	5.01	-999	-999	-999	-999	MD95-2042M99/1180
1052	-999	-999	-999	4.53	-999	0.14	3.89	-999	-999	-999	-999	0.14	3.89	-999	-999	-999	-999	MD95-2042M99/1178
1052	-999	-999	-999	4.54	-999	-999	-999	-999	-999	-999	-999	-0.92	4.69	-0.92	4.69	-999	-999	MD95-2042M99/1179
1052	-999	-999	-999	-999	-999	-999	-999	-1.1	1.81	-999	-999	-999	-999	-999	-999	-999	-999	P96/2821
1052	-999	-999	-999	-999	-999	-999	-999	-0.89	1.58	-999	-999	-999	-999	-999	-999	-999	-999	P96/2981
1054	26610	29090	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	MD95-2042M99/1182
1056	-999	-999	-999	4.58	-999	-999	-999	-999	-999	-1.78	4.88	-1.78	4.88	-999	-999	-999	-999	MD95-2042M99/1182
1056	-999	-999	-999	4.46	-999	0.11	3.82	-999	-999	-999	-999	0.11	3.82	-999	-999	-999	-999	MD95-2042M99/1181
1056	-999	-999	-999	-999	-999	-999	-999	-0.95	2.16	-999	-999	-999	-999	-999	-999	-999	-999	P96/2822
1056	-999	-999	-999	-999	-999	-999	-999	-0.8	2.13	-999	-999	-999	-999	-999	-999	-999	-999	P96/2982
1060	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-1.78	4.85	-1.78	4.85	-999	-999	-999	-999	MD95-2042M99/1183
1060	-999	-999	-999	-999	-999	-999	-999	-0.96	2.38	-999	-999	-999	-999	-999	-999	-999	-999	S95/3934
1064	-999	-999	-999	4.47	-999	-999	-999	-999	-999	-1.9	4.77	-1.9	4.77	-999	-999	-999	-999	MD95-2042M99/1185
1064	-999	-999	-999	4.6	-999	0.35	3.96	-999	-999	-999	-999	0.35	3.96	-999	-999	-999	-999	MD95-2042M99/1184
1064	-999	-999	-999	-999	-999	-999	-999	-0.73	2.44	-999	-999	-999	-999	-999	-999	-999	-999	P96/2823
1064	-999	-999	-999	-999	-999	-999	-999	-0.96	2	-999	-999	-999	-999	-999	-999	-999	-999	P96/2983
1068	-999	-999	-999	4.65	-999	-999	-999	-999	-999	-1.76	4.95	-1.76	4.95	-999	-999	-999	-999	MD95-2042M99/1186
1068	-999	-999	-999	-999	-999	-999	-999	-0.54	2.53	-999	-999	-999	-999	-999	-999	-999	-999	P96/2824
1068	-999	-999	-999	-999	-999	-999	-999	-0.18	2.73	-999	-999	-999	-999	-999	-999	-999	-999	P96/2984
1072	-999	-999	-999	4.63	-999	-999	-999	-999	-999	-1.76	4.93	-1.76	4.93	-999	-999	-999	-999	MD95-2042M99/1187
1072	-999	-999	-999	-999	-999	-999	-999	-0.7	2.4	-999	-999	-999	-999	-999	-999	-999	-999	P96/2825
1072	-999	-999	-999	-999	-999	-999	-999	-0.75	2.46	-999	-999	-999	-999	-999	-999	-999	-999	P96/2985
1076	-999	-999	-999	4.51	-999	-999	-999	-999	-999	-1.74	4.81	-1.74	4.81	-999	-999	-999	-999	MD95-2042M99/1386
1076	-999	-999	-999	4.78	-999	-999	-999	-999	-999	-1.9	5.08	-1.9	5.08	-999	-999	-999	-999	MD95-2042M99/1189
1076	-999	-999	-999	-999	-999	-999	-999	-0.56	2.36	-999	-999	-999	-999	-999	-999	-999	-999	P96/2826
1076	-999	-999	-999	-999	-999	-999	-999	-0.71	1.95	-999	-999	-999	-999	-999	-999	-999	-999	P96/2986
1080	-999	-999	-999	4.85	-999	-999	-999	-999	-999	-1.68	5.15	-1.68	5.15	-999	-999	-999	-999	MD95-2042M99/1190
1080	-999	-999	-999	-999	-999	-999	-999	-0.78	2.08	-999	-999	-999	-999	-999	-999	-999	-999	S95/3935
1084	-999	-999	-999	4.61	-999	-999	-999	-999	-999	-1.82	4.91	-1.82	4.91	-999	-999	-999	-999	MD95-2042M99/1191
1084	-999	-999	-999	-999	-999	-999	-999	-0.59	2.32	-999	-999	-999	-999	-999	-999	-999	-999	P96/2827
1084	-999	-999	-999	-999	-999	-999	-999	-0.59	2.3	-999	-999	-999	-999	-999	-999	-999	-999	P96/2987
1088	-999	-999	-999	4.76	-999	-999	-999	-999	-999	-1.67	5.06	-1.67	5.06	-999	-999	-999	-999	MD95-2042M99/1192
1088	-999	-999	-999	-999	-999	-999	-999	-0.61	2.24	-999	-999	-999	-999	-999	-999	-999	-999	P96/2828
1088	-999	-999	-999	-999	-999	-999	-999	-0.68	1.88	-999	-999	-999	-999	-999	-999	-999	-999	P96/2988
1092	-999	-999	-999	4.78	-999	-999	-999	-999	-999	-1.67	5.08	-1.67	5.08	-999	-999	-999	-999	MD95-2042M99/1193
1092	-999	-999	-999	-999	-999	-999	-999	-0.48	2.4	-999	-999	-999	-999	-999	-999	-999	-999	P96/2829
1092	-999	-999	-999	-999	-999	-999	-999	-0.27	2.29	-999	-999	-999	-999	-999	-999	-999	-999	P96/2989
1096	-999	-999	-999	4.59	-999	-999	-999	-999	-999	-1.9	4.89	-1.9	4.89	-999	-999	-999	-999	MD95-2042M99/1194
1096	-999	-999	-999	-999	-999	-999	-999	-0.73	2.31	-999	-999	-999	-999	-999	-999	-999	-999	P96/2830
1096	-999	-999	-999	-999	-999	-999	-999	-0.72	2.18	-999	-999	-999	-999	-999	-999	-999	-999	P96/2990
1100	-999	-999	-999	4.62	-999	-999	-999	-999	-999	-1.94	4.92	-1.94	4.92	-999	-999	-999	-999	MD95-2042M99/1195
1100	-999	-999	-999	-999	-999	-999	-999	-0.81	2.17	-999	-999	-999	-999	-999	-999	-999	-999	S95/3936
1104	-999	-999	-999	4.85	-999	-999	-999	-999	-999	-1.83	5.15	-1.83	5.15	-999	-999	-999	-999	MD95-2042M99/1197
1104	-999	-999	-999	4.75	-999	0.04	4.11	-999	-999	-999	-999	0.04	4.11	-999	-999	-999	-999	MD95-2042M99/1196
1104	-999	-999	-999	-999	-999	-999	-999	-0.6	2.45	-999	-999	-999	-999	-999	-999	-999	-999	P96/2831
1104	-999	-999	-999	-999	-999	-999	-999	-0.43	2.27	-999	-999	-999	-999	-999	-999	-999	-999	P96/2991
1108	-999	-999	-999	4.86	-999	-999	-999	-999	-999	-1.72	5.16	-1.72	5.16	-999	-999	-999	-999	MD95-2042M99/1198
1108	-999	-999	-999	4.47	-999	-999	-999	-999	-999	-999	-999	-1.12	4.62	-1.12	4.62	-999	-999	MD95-2042M99/1385
1108	-999	-999	-999	-999	-999	-999	-999	-0.62	2.2	-999	-999	-999	-999	-999	-999	-999	-999	P96/2832
1108	-999	-999	-999	-999	-999	-999	-999	-0.7	2.26	-999	-999	-999	-999	-999	-999	-999	-999	P96/2992
1112	-999	-999	-999	4.64	-999	-999	-999	-999	-999	-1.91	4.94	-1.91	4.94	-999	-999	-999	-999	MD95-2042M99/1200
1112	-999	-999	-999	-999	-999	-999	-999	-0.58	2.31	-999	-999	-999	-999	-999	-999	-999	-999	P96/2833
1112	-999	-999	-999	-999	-999	-999	-999	-0.79	2.13	-999	-999	-999	-999	-999	-999	-999	-999	P96/2993
1116	-999	-999	-999	4.59	-999	0.11	3.95	-999	-999	-999	-999	0.11	3.95	-999	-999	-999	-999	MD95-2042M99/1231
1116	-999	-999	-999	-999	-999	-999	-999	-1.07	2.22	-999	-999	-999	-999	-999	-999	-999	-999	P96/2834
1116	-999	-999	-999	-999	-999	-999	-999	-0.8	2.14	-999	-999	-999	-999	-999	-999	-999	-999	P96/2994
1120	-999	-999	-999	4.94	-999	-999	-999	-999	-999	-1.78	5.24	-1.78	5.24	-999	-999	-999	-999	MD95-2042M99/1235
1120	-999	-999	-999	4.76	-999	0.33	4.12	-999	-999	-999	-999	0.33	4.12	-999	-999	-999	-999	MD95-2042M99/1234
1120	-999	-999	-999	-999	-999	-999	-999	-0.98	2.32	-999	-999	-999	-999	-999	-999	-999	-999	S95/3937
1124	-999	-999	-999	4.53	-999	-999	-999	-999	-999	-1.92	4.83	-1.92	4.83	-999	-999	-999	-999	MD95-2042M99/1383
1124	-999	-999	-999	4.4	-999	-999	-999	-999	-999	-999	-999	-1.08	4.55	-1.08	4.55	-999	-999	MD95-2042M99/1384
1124	-999	-999	-999	4.57	-999	-999	-999	-999	-999	-999	-999	-0.74	4.72	-0.74	4.72	-999	-999	MD95-2042M99/1233
1124	-999	-999	-999	-999	-999	-999	-999	-1.32	1.71	-999	-999	-999	-999	-999	-999	-999	-999	P96/2835
1124	-999	-999	-999	-999	-999	-999	-999	-1.37	1.43	-999	-999	-999	-999	-999	-999	-999	-999	P96/2995
1128	-999	-999	-999	4.49	-999	-999	-999	-999	-999	-1.97	4.79	-1.97	4.79	-999	-999	-999	-999	MD95-2042M99/1382
1128	-999	-999	-999	4.52	-999	-999	-999	-999	-999	-999	-999	-0.84	4.67	-0.84	4.67	-999	-999	MD95-2042M99/1381
1128	-999	-999	-999	-999	-999	-999	-999	-0.91	1.78	-999	-999	-999	-999	-999	-999	-999	-999	P96/2836
1128	-999	-999	-999	-999	-999	-999	-999	-1.29	1.44	-999	-999	-999	-999	-999	-999	-999	-999	P96/2996
1132	-999	-999	-999	4.68	-999	-999	-999	-999	-999	-1.81	4.98	-1.81	4.98	-999	-999	-999	-999	MD95-2042M99/1237
1132	-999	-999	-999	-999	-999	-999	-999	-0.86	1.99	-999	-999	-999	-999	-999	-999	-999	-999	P96/2837
1132	-999	-999	-999	-999	-999	-999	-999	-0.68	1.78	-999	-999	-999	-999	-999	-999	-999	-999	P96/2997
1136	-999	-999	-999	4.75	-999	0.11	4.11	-999	-999	-999	-999	0.11	4.11	-999	-999	-999	-999	MD95-2042M99/1238
1136	-999	-999	-999	-999	-999	-999	-999	-0.54	2.17	-999	-999	-999	-999	-999	-999	-999	-999	P96/2838
1136	-999	-999	-999	-999	-999	-999	-999	-0.65	2.11	-999	-999	-999	-999	-999	-999	-999	-999	P96/2998
1140	-999	-999	-999	4.8	-999	-999	-999	-999	-999	-1.68	5.1	-1.68	5.1	-999	-999	-999	-999	MD95-2042M99/1239
1140	-999	-999	-999	-999	-999	-999	-999	-0.73	2.06	-999	-999	-999	-999	-999	-999	-999	-999	S95/3938
1144	-999	-999	-999	4.74	-999	-999	-999	-999	-999	-1.66	5.04	-1.66	5.04	-999	-999	-999	-999	MD95-2042M99/1240
1144	-999	-999	-999	-999	-999	-999	-999	-0.57	2.07	-999	-999	-999	-999	-999	-999	-999	-999	P96/2839
1148	-999	-999	-999	4.69	-999	-999	-999	-999	-999	-1.79	4.99	-1.79	4.99	-999	-999	-999	-999	MD95-2042M99/1241
1148	-999	-999	-999	-999	-999	-999	-999	-0.8	2.12	-999	-999	-999	-999	-999	-999	-999	-999	P96/2840
1148	-999	-999	-999	-999	-999	-999	-999	-0.58	1.78	-999	-999	-999	-999	-999	-999	-999	-999	P96/3000
1152	-999	-999	-999	4.68	-999	-999	-999	-999	-999	-1.77	4.98	-1.77	4.98	-999	-999	-999	-999	MD95-2042M99/1243
1152	-999	-999	-999	4.68	-999	0.2	4.04	-999	-999	-999	-999	0.2	4.04	-999	-999	-999	-999	MD95-2042M99/1242
1152	-999	-999	-999	-999	-999	-999	-999	-0.64	2.1	-999	-999	-999	-999	-999	-999	-999	-999	P96/2841
1152	-999	-999	-999	-999	-999	-999	-999	-0.79	1.99	-999	-999	-999	-999	-999	-999	-999	-999	P96/3001
1156	-999	-999	-999	4.8	-999	-999	-999	-999	-999	-1.91	5.1	-1.91	5.1	-999	-999	-999	-999	MD95-2042M99/1244
1156	-999	-999	-999	4.86	-999	0.4	4.22	-999	-999	-999	-999	0.4	4.22	-999	-999	-999	-999	MD95-2042M99/1245
1156	-999	-999	-999	-999	-999	-999	-999	-0.84	1.93	-999	-999	-999	-999	-999	-999	-999	-999	P96/2842
1156	-999	-999	-999	-999	-999	-999	-999	-0.42	2.01	-999	-999	-999	-999	-999	-999	-999	-999	P96/3002
1160	-999	-999	-999	4.76	-999	0.62	4.12	-999	-999	-999	-999	0.62	4.12	-999	-999	-999	-999	MD95-2042M99/1246
1160	-999	-999	-999	-999	-999	-999	-999	-0.8	1.93	-999	-999	-999	-999	-999	-999	-999	-999	S95/3939
1164	-999	-999	-999	4.8	-999	-999	-999	-999	-999	-1.55	5.1	-1.55	5.1	-999	-999	-999	-999	MD95-2042M99/1247
1164	-999	-999	-999	-999	-999	-999	-999	-0.6	1.73	-999	-999	-999	-999	-999	-999	-999	-999	P96/2843
1164	-999	-999	-999	-999	-999	-999	-999	-1.09	1.35	-999	-999	-999	-999	-999	-999	-999	-999	P96/3003
1168	-999	-999	-999	4.61	-999	-999	-999	-999	-999	-1.88	4.91	-1.88	4.91	-999	-999	-999	-999	MD95-2042M99/1248
1168	-999	-999	-999	-999	-999	-999	-999	-0.28	1.82	-999	-999	-999	-999	-999	-999	-999	-999	P96/2844
1168	-999	-999	-999	-999	-999	-999	-999	-0.57	1.79	-999	-999	-999	-999	-999	-999	-999	-999	P96/3004
1172	-999	-999	-999	4.59	-999	-999	-999	-999	-999	-1.73	4.89	-1.73	4.89	-999	-999	-999	-999	MD95-2042M99/1249
1172	-999	-999	-999	-999	-999	-999	-999	-0.98	1.49	-999	-999	-999	-999	-999	-999	-999	-999	P96/2845
1172	-999	-999	-999	-999	-999	-999	-999	-0.82	1.37	-999	-999	-999	-999	-999	-999	-999	-999	P96/3005
1176	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-1.79	4.85	-1.79	4.85	-999	-999	-999	-999	MD95-2042M99/1250
1176	-999	-999	-999	-999	-999	-999	-999	-0.68	1.39	-999	-999	-999	-999	-999	-999	-999	-999	P96/2846
1176	-999	-999	-999	-999	-999	-999	-999	-0.26	1.51	-999	-999	-999	-999	-999	-999	-999	-999	P96/3006
1178	29990	32370	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	MD95-2042M99/1251
1180	-999	-999	-999	4.47	-999	-999	-999	-999	-999	-1.76	4.77	-1.76	4.77	-999	-999	-999	-999	MD95-2042M99/1251
1180	-999	-999	-999	-999	-999	-999	-999	-0.82	1.83	-999	-999	-999	-999	-999	-999	-999	-999	S95/3940
1184	-999	-999	-999	4.63	-999	-999	-999	-999	-999	-1.67	4.93	-1.67	4.93	-999	-999	-999	-999	MD95-2042M99/1252
1184	-999	-999	-999	-999	-999	-999	-999	-0.89	1.79	-999	-999	-999	-999	-999	-999	-999	-999	P96/2847
1184	-999	-999	-999	-999	-999	-999	-999	-0.68	1.77	-999	-999	-999	-999	-999	-999	-999	-999	P96/3007
1188	-999	-999	-999	4.64	-999	-999	-999	-999	-999	-1.76	4.94	-1.76	4.94	-999	-999	-999	-999	MD95-2042M99/1253
1188	-999	-999	-999	-999	-999	-999	-999	-0.37	2.42	-999	-999	-999	-999	-999	-999	-999	-999	P96/2848
1188	-999	-999	-999	-999	-999	-999	-999	-0.65	1.92	-999	-999	-999	-999	-999	-999	-999	-999	P96/3008
1192	-999	-999	-999	4.7	-999	-999	-999	-999	-999	-1.67	5	-1.67	5	-999	-999	-999	-999	MD95-2042M99/1254
1192	-999	-999	-999	-999	-999	-999	-999	-0.46	2.27	-999	-999	-999	-999	-999	-999	-999	-999	P96/2849
1192	-999	-999	-999	-999	-999	-999	-999	-0.51	2.05	-999	-999	-999	-999	-999	-999	-999	-999	P96/3009
1196	-999	-999	-999	4.62	-999	-999	-999	-999	-999	-1.61	4.92	-1.61	4.92	-999	-999	-999	-999	MD95-2042M99/1255
1196	-999	-999	-999	4.71	-999	0.56	4.07	-999	-999	-999	-999	0.56	4.07	-999	-999	-999	-999	MD95-2042M99/1257
1196	-999	-999	-999	4.75	-999	-999	-999	-999	-999	-999	-999	-0.87	4.9	-0.87	4.9	-999	-999	MD95-2042M99/1256
1196	-999	-999	-999	-999	-999	-999	-999	-0.57	2.36	-999	-999	-999	-999	-999	-999	-999	-999	P96/2850
1196	-999	-999	-999	-999	-999	-999	-999	-0.62	1.74	-999	-999	-999	-999	-999	-999	-999	-999	P96/3010
1200	-999	-999	-999	4.84	-999	-999	-999	-999	-999	-1.56	5.14	-1.56	5.14	-999	-999	-999	-999	MD95-2042M99/1260
1200	-999	-999	-999	4.54	-999	0.21	3.9	-999	-999	-999	-999	0.21	3.9	-999	-999	-999	-999	MD95-2042M99/1259
1200	-999	-999	-999	4.74	-999	-999	-999	-999	-999	-999	-999	-1	4.89	-1	4.89	-999	-999	MD95-2042M99/1258
1200	-999	-999	-999	-999	-999	-999	-999	-0.7	2.18	-999	-999	-999	-999	-999	-999	-999	-999	P95/2881
1204	-999	-999	-999	4.81	-999	-999	-999	-999	-999	-1.55	5.11	-1.55	5.11	-999	-999	-999	-999	MD95-2042M99/1262
1204	-999	-999	-999	4.48	-999	0.59	3.84	-999	-999	-999	-999	0.59	3.84	-999	-999	-999	-999	MD95-2042M99/1261
1204	-999	-999	-999	-999	-999	-999	-999	-0.59	1.43	-999	-999	-999	-999	-999	-999	-999	-999	P96/2851
1204	-999	-999	-999	-999	-999	-999	-999	-0.58	1.46	-999	-999	-999	-999	-999	-999	-999	-999	P96/3011
1208	-999	-999	-999	4.5	-999	-999	-999	-999	-999	-1.89	4.8	-1.89	4.8	-999	-999	-999	-999	MD95-2042M99/1264
1208	-999	-999	-999	4.54	-999	0.34	3.9	-999	-999	-999	-999	0.34	3.9	-999	-999	-999	-999	MD95-2042M99/1263
1208	-999	-999	-999	-999	-999	-999	-999	-0.35	1.83	-999	-999	-999	-999	-999	-999	-999	-999	P96/2852
1208	-999	-999	-999	-999	-999	-999	-999	-0.4	1.81	-999	-999	-999	-999	-999	-999	-999	-999	P96/3012
1212	-999	-999	-999	4.6	-999	-999	-999	-999	-999	-1.63	4.9	-1.63	4.9	-999	-999	-999	-999	MD95-2042M99/1265
1212	-999	-999	-999	-999	-999	-999	-999	-0.54	1.52	-999	-999	-999	-999	-999	-999	-999	-999	P96/2853
1212	-999	-999	-999	-999	-999	-999	-999	-0.39	1.62	-999	-999	-999	-999	-999	-999	-999	-999	P96/3013
1216	-999	-999	-999	4.69	-999	0.37	4.05	-999	-999	-999	-999	0.37	4.05	-999	-999	-999	-999	MD95-2042M99/1266
1216	-999	-999	-999	-999	-999	-999	-999	-0.37	1.16	-999	-999	-999	-999	-999	-999	-999	-999	P96/2854
1216	-999	-999	-999	-999	-999	-999	-999	-0.81	1.38	-999	-999	-999	-999	-999	-999	-999	-999	P96/3014
1218	31190	33720	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	MD95-2042M99/1269
1220	-999	-999	-999	4.6	-999	-999	-999	-999	-999	-1.82	4.9	-1.82	4.9	-999	-999	-999	-999	MD95-2042M99/1269
1220	-999	-999	-999	4.53	-999	-999	-999	-999	-999	-1.73	4.83	-1.73	4.83	-999	-999	-999	-999	MD95-2042M99/1268
1220	-999	-999	-999	4.59	-999	0.73	3.95	-999	-999	-999	-999	0.73	3.95	-999	-999	-999	-999	MD95-2042M99/1267
1220	-999	-999	-999	-999	-999	-999	-999	-1.06	1.98	-999	-999	-999	-999	-999	-999	-999	-999	P95/2882
1224	-999	-999	-999	4.56	-999	-999	-999	-999	-999	-1.67	4.86	-1.67	4.86	-999	-999	-999	-999	MD95-2042M99/1270
1224	-999	-999	-999	4.59	-999	0.58	3.95	-999	-999	-999	-999	0.58	3.95	-999	-999	-999	-999	MD95-2042M99/1271
1224	-999	-999	-999	-999	-999	-999	-999	-0.8	1.82	-999	-999	-999	-999	-999	-999	-999	-999	P96/2855
1224	-999	-999	-999	-999	-999	-999	-999	-0.68	1.78	-999	-999	-999	-999	-999	-999	-999	-999	P96/3015
1228	-999	-999	-999	4.44	-999	-999	-999	-999	-999	-1.74	4.74	-1.74	4.74	-999	-999	-999	-999	MD95-2042M99/1272
1228	-999	-999	-999	-999	-999	-999	-999	-0.67	1.75	-999	-999	-999	-999	-999	-999	-999	-999	P96/2856
1228	-999	-999	-999	-999	-999	-999	-999	-0.77	2.08	-999	-999	-999	-999	-999	-999	-999	-999	P96/3016
1232	-999	-999	-999	4.68	-999	-999	-999	-999	-999	-1.67	4.98	-1.67	4.98	-999	-999	-999	-999	MD95-2042M99/1274
1232	-999	-999	-999	4.61	-999	0.59	3.97	-999	-999	-999	-999	0.59	3.97	-999	-999	-999	-999	MD95-2042M99/1273
1232	-999	-999	-999	-999	-999	-999	-999	-0.59	1.96	-999	-999	-999	-999	-999	-999	-999	-999	P96/2857
1232	-999	-999	-999	-999	-999	-999	-999	-0.75	2.04	-999	-999	-999	-999	-999	-999	-999	-999	P96/3017
1236	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-999	-999	-0.96	4.7	-0.96	4.7	-999	-999	MD95-2042M99/1277
1236	-999	-999	-999	-999	-999	-999	-999	-0.87	2.02	-999	-999	-999	-999	-999	-999	-999	-999	P96/2858
1236	-999	-999	-999	-999	-999	-999	-999	-1.06	2.26	-999	-999	-999	-999	-999	-999	-999	-999	P96/3018
1240	-999	-999	-999	4.64	-999	-999	-999	-999	-999	-1.84	4.94	-1.84	4.94	-999	-999	-999	-999	MD95-2042M99/1278
1240	-999	-999	-999	4.57	-999	-999	-999	-999	-999	-999	-999	-0.76	4.72	-0.76	4.72	-999	-999	MD95-2042M99/1279
1240	-999	-999	-999	-999	-999	-999	-999	-1.1	1.98	-999	-999	-999	-999	-999	-999	-999	-999	P95/2883
1244	-999	-999	-999	4.69	-999	-999	-999	-999	-999	-1.67	4.99	-1.67	4.99	-999	-999	-999	-999	MD95-2042M99/1275
1244	-999	-999	-999	4.49	-999	-999	-999	-999	-999	-999	-999	-0.87	4.64	-0.87	4.64	-999	-999	MD95-2042M99/1276
1244	-999	-999	-999	-999	-999	-999	-999	-0.57	2.05	-999	-999	-999	-999	-999	-999	-999	-999	P96/2859
1244	-999	-999	-999	-999	-999	-999	-999	-0.71	1.81	-999	-999	-999	-999	-999	-999	-999	-999	P96/3019
1248	-999	-999	-999	4.43	-999	-999	-999	-999	-999	-1.55	4.73	-1.55	4.73	-999	-999	-999	-999	MD95-2042M99/1530
1248	-999	-999	-999	4.43	-999	0.45	3.79	-999	-999	-999	-999	0.45	3.79	-999	-999	-999	-999	MD95-2042M99/1280
1248	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-999	-999	-0.97	4.7	-0.97	4.7	-999	-999	MD95-2042M99/1529
1248	-999	-999	-999	-999	-999	-999	-999	-0.62	1.96	-999	-999	-999	-999	-999	-999	-999	-999	P96/2860
1248	-999	-999	-999	-999	-999	-999	-999	-0.76	1.71	-999	-999	-999	-999	-999	-999	-999	-999	P96/3020
1250	-999	-999	-999	4.51	-999	-999	-999	-999	-999	-1.9	4.81	-1.9	4.81	-999	-999	-999	-999	MD95-2042M99/1532
