# NOAA Paleoclimatology Program - Paleocean Site Data
# m952042s-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicholas J. Shackleton
# Core/Site:      MD952042
# Latitude:       37.48.00N	( 37.8)
# Longitude:      10.10.00W	( -10.16667)
# Water Depth(m): 3146
#
# Publications:
#   Shackleton, N.J., M.A. Hall, and E. Vincent. 2000. Phase relationships between
#     millennial scale events 64000 to 24000 years ago. Paleoceanography 15(6):565.
#------------------
#
# Description & Notes:
#   MD952042 High Resolution Oxygen and Carbon Isotope Data.
#   Data precision: better than .1 per mil. Chronostratigraphic information: direct
#   AMS and match to coral ages for events; GRIP Date of data generation: 1996. Please
#   note: tuning to GISP2 60-75 ka (GISP-matched agemod,
revised June 2002 at 68.72
#   ka)
#
# Variables:
#             depth         Depth (cm)
#             yrBP GRIP     radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             yrBP GISP     radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Ch.eleg    delta C13 PDB (Hoeglundina elegans)
#             d18Ocwuell_corr             delta O18 PDB (benthic foraminifers) corrected to compare with Uvigerina spp.
#             d18Oh.eleg    delta O18 PDB (Hoeglundina elegans)
#             d13Cp.wuell   delta C13 PDB (Planulina wuellerstorfi)
#             d18Op.wuell   delta O18 PDB (Planulina wuellerstorfi)
#             d13Cg.bull    delta C13 PDB (Globigerina bulloides)
#             d18Og.bull    delta O18 PDB (Globigerina bulloides)
#             d13Cg.affin   delta C13 PDB (Globobulimina affinis)
#             d18Og.affin   delta O18 PDB (Globobulimina affinis)
#             d13Ccibid     delta C13 PDB (Cibicidoides sp.)
#             d18Ocibid     delta O18 PDB (Cibicidoides sp.)
#             d13Cu.pereg   delta C13 PDB (Uvigerina peregrina)
#             d18Ou.pereg   delta O18 PDB (Uvigerina peregrina)
#             d13Cm.barle   delta C13 PDB (Melonis barleanum)
#             d18Om.barle   delta O18 PDB (Melonis barleanum)
#
# CORE: MD952042
depth	yrBP GRIP	yrBP GISP	d13Ch.eleg	d18Ocwuell_corr	d18Oh.eleg	d13Cp.wuell	d18Op.wuell	d13Cg.bull	d18Og.bull	d13Cg.affin	d18Og.affin	d13Ccibid	d18Ocibid	d13Cu.pereg	d18Ou.pereg	d13Cm.barle	d18Om.barle	notes
1588	-999	-999	-999	4.24	-999	0.19	3.6	-999	-999	-999	-999	0.19	3.6	-999	-999	-999	-999	MD95-2042M99/3179
1588	-999	-999	-999	-999	-999	-999	-999	-0.67	2.27	-999	-999	-999	-999	-999	-999	-999	-999	S99/2524
1592	-999	-999	-999	4.67	-999	-999	-999	-999	-999	-1.4	4.97	-1.4	4.97	-999	-999	-999	-999	MD95-2042M99/3180
1592	-999	-999	-999	-999	-999	-999	-999	-0.58	2.16	-999	-999	-999	-999	-999	-999	-999	-999	S99/2525
1596	-999	-999	-999	4.45	-999	-999	-999	-999	-999	-1.64	4.75	-1.64	4.75	-999	-999	-999	-999	MD95-2042M99/3181
1596	-999	-999	-999	-999	-999	-999	-999	-0.37	2.05	-999	-999	-999	-999	-999	-999	-999	-999	S99/2526
1600	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-1.6	4.85	-1.6	4.85	-999	-999	-999	-999	MD95-2042M99/1346
1600	-999	-999	-999	-999	-999	-999	-999	-0.99	1.96	-999	-999	-999	-999	-999	-999	-999	-999	P95/2901
1604	-999	-999	-999	4.75	-999	-999	-999	-999	-999	-1.82	5.05	-1.82	5.05	-999	-999	-999	-999	MD95-2042M99/3182
1604	-999	-999	-999	4.66	-999	0.62	4.02	-999	-999	-999	-999	0.62	4.02	-999	-999	-999	-999	MD95-2042M99/3183
1604	-999	-999	-999	-999	-999	-999	-999	-0.22	1.86	-999	-999	-999	-999	-999	-999	-999	-999	S99/2527
1608	-999	-999	-999	4.58	-999	-999	-999	-999	-999	-1.88	4.88	-1.88	4.88	-999	-999	-999	-999	MD95-2042M99/3184
1608	-999	-999	-999	4.61	-999	0.42	3.97	-999	-999	-999	-999	0.42	3.97	-999	-999	-999	-999	MD95-2042M99/3185
1608	-999	-999	-999	-999	-999	-999	-999	-0.61	1.51	-999	-999	-999	-999	-999	-999	-999	-999	S99/2528
1612	-999	-999	-999	4.48	-999	-999	-999	-999	-999	-1.58	4.78	-1.58	4.78	-999	-999	-999	-999	MD95-2042M99/3186
1612	-999	-999	-999	4.75	-999	0.55	4.11	-999	-999	-999	-999	0.55	4.11	-999	-999	-999	-999	MD95-2042M99/3187
1612	-999	-999	-999	-999	-999	-999	-999	-1.19	1.12	-999	-999	-999	-999	-999	-999	-999	-999	S99/2529
1616	-999	-999	-999	4.45	-999	0.57	3.81	-999	-999	-999	-999	0.57	3.81	-999	-999	-999	-999	MD95-2042M99/3189
1616	-999	-999	-999	4.51	-999	-999	-999	-999	-999	-999	-999	-1.08	4.66	-1.08	4.66	-999	-999	MD95-2042M99/3380
1616	-999	-999	-999	-999	-999	-999	-999	-0.9	1.47	-999	-999	-999	-999	-999	-999	-999	-999	S99/2530
1618	46690	47070	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	MD95-2042M99/1347
1620	-999	-999	-999	4.57	-999	-999	-999	-999	-999	-1.74	4.87	-1.74	4.87	-999	-999	-999	-999	MD95-2042M99/1347
1620	-999	-999	-999	-999	-999	-999	-999	-0.97	1.9	-999	-999	-999	-999	-999	-999	-999	-999	P95/2902
1624	-999	-999	-999	4.78	-999	0.52	4.14	-999	-999	-999	-999	0.52	4.14	-999	-999	-999	-999	MD95-2042M99/3190
1624	-999	-999	-999	-999	-999	-999	-999	-0.98	1.65	-999	-999	-999	-999	-999	-999	-999	-999	S99/2531
1628	-999	-999	-999	4.74	-999	-999	-999	-999	-999	-1.6	5.04	-1.6	5.04	-999	-999	-999	-999	MD95-2042M99/3191
1628	-999	-999	-999	-999	-999	-999	-999	-0.69	1.53	-999	-999	-999	-999	-999	-999	-999	-999	S99/2532
1632	-999	-999	-999	4.6	-999	-999	-999	-999	-999	-1.93	4.9	-1.93	4.9	-999	-999	-999	-999	MD95-2042M99/3192
1632	-999	-999	-999	-999	-999	-999	-999	-0.68	1.15	-999	-999	-999	-999	-999	-999	-999	-999	S99/2533
1636	-999	-999	-999	4.71	-999	-999	-999	-999	-999	-1.84	5.01	-1.84	5.01	-999	-999	-999	-999	MD95-2042M99/3193
1636	-999	-999	-999	4.57	-999	0.53	3.93	-999	-999	-999	-999	0.53	3.93	-999	-999	-999	-999	MD95-2042M99/3194
1636	-999	-999	-999	-999	-999	-999	-999	-0.72	1.2	-999	-999	-999	-999	-999	-999	-999	-999	S99/2534
1640	-999	-999	-999	4.53	-999	-999	-999	-999	-999	-1.89	4.83	-1.89	4.83	-999	-999	-999	-999	MD95-2042M99/1348
1640	-999	-999	-999	4.53	-999	0.47	3.89	-999	-999	-999	-999	0.47	3.89	-999	-999	-999	-999	MD95-2042M99/1349
1640	-999	-999	-999	-999	-999	-999	-999	-1.2	1.56	-999	-999	-999	-999	-999	-999	-999	-999	P95/2903
1644	-999	-999	-999	4.46	-999	0.68	3.82	-999	-999	-999	-999	0.68	3.82	-999	-999	-999	-999	MD95-2042M99/3461
1644	-999	-999	-999	-999	-999	-999	-999	-0.69	1.52	-999	-999	-999	-999	-999	-999	-999	-999	S99/2711
1648	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-1.74	4.85	-1.74	4.85	-999	-999	-999	-999	MD95-2042M99/3462
1648	-999	-999	-999	4.33	-999	0.67	3.69	-999	-999	-999	-999	0.67	3.69	-999	-999	-999	-999	MD95-2042M99/3463
1648	-999	-999	-999	-999	-999	-999	-999	-1.29	1.08	-999	-999	-999	-999	-999	-999	-999	-999	S99/2712
1652	-999	-999	-999	4.33	-999	-999	-999	-999	-999	-1.92	4.63	-1.92	4.63	-999	-999	-999	-999	MD95-2042M99/3464
1652	-999	-999	-999	4.44	-999	0.73	3.8	-999	-999	-999	-999	0.73	3.8	-999	-999	-999	-999	MD95-2042M99/3465
1652	-999	-999	-999	-999	-999	-999	-999	-0.48	1.39	-999	-999	-999	-999	-999	-999	-999	-999	S99/2713
1656	-999	-999	-999	4.5	-999	0.63	3.86	-999	-999	-999	-999	0.63	3.86	-999	-999	-999	-999	MD95-2042M99/3466
1656	-999	-999	-999	-999	-999	-999	-999	-0.45	1.37	-999	-999	-999	-999	-999	-999	-999	-999	S99/2714
1660	-999	-999	-999	4.19	-999	0.56	3.55	-999	-999	-999	-999	0.56	3.55	-999	-999	-999	-999	MD95-2042M99/1350
1660	-999	-999	-999	-999	-999	-999	-999	-1.32	1.31	-999	-999	-999	-999	-999	-999	-999	-999	P95/2904
1664	-999	-999	-999	4.45	-999	-999	-999	-999	-999	-1.94	4.75	-1.94	4.75	-999	-999	-999	-999	MD95-2042M99/3468
1664	-999	-999	-999	4.38	-999	0.81	3.74	-999	-999	-999	-999	0.81	3.74	-999	-999	-999	-999	MD95-2042M99/3467
1664	-999	-999	-999	-999	-999	-999	-999	-1.16	1.2	-999	-999	-999	-999	-999	-999	-999	-999	S99/2715
1668	-999	-999	-999	-999	-999	-999	-999	-0.45	1.2	-999	-999	-999	-999	-999	-999	-999	-999	S99/2716
1672	-999	-999	-999	4.34	-999	-999	-999	-999	-999	-1.84	4.64	-1.84	4.64	-999	-999	-999	-999	MD95-2042M99/3470
1672	-999	-999	-999	-999	-999	-999	-999	-0.67	1.06	-999	-999	-999	-999	-999	-999	-999	-999	S99/2717
1676	-999	-999	-999	4.26	-999	-999	-999	-999	-999	-2	4.56	-2	4.56	-999	-999	-999	-999	MD95-2042M99/3471
1676	-999	-999	-999	-999	-999	-999	-999	-0.74	1.4	-999	-999	-999	-999	-999	-999	-999	-999	S99/2718
1680	-999	-999	-999	4.21	-999	-999	-999	-999	-999	-1.91	4.51	-1.91	4.51	-999	-999	-999	-999	MD95-2042M99/1351
1680	-999	-999	-999	-999	-999	-999	-999	-1.36	1.4	-999	-999	-999	-999	-999	-999	-999	-999	P95/2905
1684	51970	52230	-999	4.45	-999	-999	-999	-999	-999	-2.06	4.75	-2.06	4.75	-999	-999	-999	-999	MD95-2042M99/3472
1684	51970	52230	-999	-999	-999	-999	-999	-0.93	1.44	-999	-999	-999	-999	-999	-999	-999	-999	S99/2719
1688	-999	-999	-999	4.48	-999	-999	-999	-999	-999	-2.17	4.78	-2.17	4.78	-999	-999	-999	-999	MD95-2042M99/3473
1688	-999	-999	-999	-999	-999	-999	-999	-0.53	1.91	-999	-999	-999	-999	-999	-999	-999	-999	S99/2720
1692	-999	-999	-999	4.42	-999	-999	-999	-999	-999	-1.97	4.72	-1.97	4.72	-999	-999	-999	-999	MD95-2042M99/3474
1692	-999	-999	-999	-999	-999	-999	-999	-0.85	1.86	-999	-999	-999	-999	-999	-999	-999	-999	S99/2721
1696	-999	-999	-999	4.59	-999	-999	-999	-999	-999	-1.93	4.89	-1.93	4.89	-999	-999	-999	-999	MD95-2042M99/3475
1696	-999	-999	-999	4.35	-999	0.36	3.71	-999	-999	-999	-999	0.36	3.71	-999	-999	-999	-999	MD95-2042M99/3476
1696	-999	-999	-999	-999	-999	-999	-999	-0.39	2.08	-999	-999	-999	-999	-999	-999	-999	-999	S99/2722
1697	-999	-999	-999	-999	-999	-999	-999	-0.62	1.94	-999	-999	-999	-999	-999	-999	-999	-999	S99/3368
1700	-999	-999	-999	4.14	-999	0.24	3.5	-999	-999	-999	-999	0.24	3.5	-999	-999	-999	-999	MD95-2042M99/1353
1700	-999	-999	-999	4.41	-999	-999	-999	-999	-999	-999	-999	-1.08	4.56	-1.08	4.56	-999	-999	MD95-2042M99/1352
1700	-999	-999	-999	-999	-999	-999	-999	-1.18	1.9	-999	-999	-999	-999	-999	-999	-999	-999	P95/2906
1704	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-2.06	4.85	-2.06	4.85	-999	-999	-999	-999	MD95-2042M99/3477
1704	-999	-999	-999	-999	-999	-999	-999	-0.63	1.75	-999	-999	-999	-999	-999	-999	-999	-999	S99/2723
1708	-999	-999	-999	4.49	-999	-999	-999	-999	-999	-1.91	4.79	-1.91	4.79	-999	-999	-999	-999	MD95-2042M99/3479
1708	-999	-999	-999	4.37	-999	0.4	3.73	-999	-999	-999	-999	0.4	3.73	-999	-999	-999	-999	MD95-2042M99/3478
1708	-999	-999	-999	-999	-999	-999	-999	-0.54	1.78	-999	-999	-999	-999	-999	-999	-999	-999	S99/2724
1708	-999	-999	-999	-999	-999	-999	-999	-0.38	1.88	-999	-999	-999	-999	-999	-999	-999	-999	S99/3233
1712	-999	-999	-999	4.51	-999	-999	-999	-999	-999	-2.13	4.81	-2.13	4.81	-999	-999	-999	-999	MD95-2042M99/3480
1712	-999	-999	-999	-999	-999	-999	-999	-0.9	1.72	-999	-999	-999	-999	-999	-999	-999	-999	S99/2725
1712	-999	-999	-999	-999	-999	-999	-999	-0.61	1.68	-999	-999	-999	-999	-999	-999	-999	-999	S99/3234
1716	-999	-999	-999	4.48	-999	-999	-999	-999	-999	-2.11	4.78	-2.11	4.78	-999	-999	-999	-999	MD95-2042M99/3481
1716	-999	-999	-999	-999	-999	-999	-999	-0.86	1.82	-999	-999	-999	-999	-999	-999	-999	-999	S99/2726
1716	-999	-999	-999	-999	-999	-999	-999	-0.82	2.2	-999	-999	-999	-999	-999	-999	-999	-999	S99/3235
1720	-999	-999	-999	4.49	-999	-999	-999	-999	-999	-2.08	4.79	-2.08	4.79	-999	-999	-999	-999	MD95-2042M99/1354
1720	-999	-999	-999	4.1	-999	-0.07	3.46	-999	-999	-999	-999	-0.07	3.46	-999	-999	-999	-999	MD95-2042M99/1355
1720	-999	-999	-999	-999	-999	-999	-999	-1.46	1.71	-999	-999	-999	-999	-999	-999	-999	-999	P95/2907
1724	-999	-999	-999	4.59	-999	-999	-999	-999	-999	-2.04	4.89	-2.04	4.89	-999	-999	-999	-999	MD95-2042M99/3482
1724	-999	-999	-999	-999	-999	-999	-999	-0.86	2.1	-999	-999	-999	-999	-999	-999	-999	-999	S99/2727
1724	-999	-999	-999	-999	-999	-999	-999	-0.79	1.89	-999	-999	-999	-999	-999	-999	-999	-999	S99/3236
1727	-999	-999	-999	4.61	-999	-999	-999	-999	-999	-1.77	4.91	-1.77	4.91	-999	-999	-999	-999	MD95-2042M99/3483
1727	-999	-999	-999	4.59	-999	0.45	3.95	-999	-999	-999	-999	0.45	3.95	-999	-999	-999	-999	MD95-2042M99/3484
1727	-999	-999	-999	-999	-999	-999	-999	-0.64	1.98	-999	-999	-999	-999	-999	-999	-999	-999	S99/3237
1730	-999	-999	-999	4.65	-999	0.48	4.01	-999	-999	-999	-999	0.48	4.01	-999	-999	-999	-999	MD95-2042M99/1356
1730	-999	-999	-999	-999	-999	-999	-999	-0.73	1.66	-999	-999	-999	-999	-999	-999	-999	-999	P96/818
1733	-999	-999	-999	4.45	-999	0.5	3.81	-999	-999	-999	-999	0.5	3.81	-999	-999	-999	-999	MD95-2042M99/3485
1733	-999	-999	-999	-999	-999	-999	-999	-0.96	1.16	-999	-999	-999	-999	-999	-999	-999	-999	S99/2729
1736	-999	-999	-999	4.58	-999	0.7	3.94	-999	-999	-999	-999	0.7	3.94	-999	-999	-999	-999	MD95-2042M99/3486
1736	-999	-999	-999	-999	-999	-999	-999	-0.9	1.19	-999	-999	-999	-999	-999	-999	-999	-999	S99/3239
1737	-999	-999	-999	-999	-999	-999	-999	-1.41	1.27	-999	-999	-999	-999	-999	-999	-999	-999	S99/2730
1740	-999	-999	-999	4.56	-999	0.55	3.92	-999	-999	-999	-999	0.55	3.92	-999	-999	-999	-999	MD95-2042M99/1357
1740	-999	-999	-999	-999	-999	-999	-999	-1.5	1.11	-999	-999	-999	-999	-999	-999	-999	-999	P95/2908
1744	-999	-999	-999	4.5	-999	-999	-999	-999	-999	-2.03	4.8	-2.03	4.8	-999	-999	-999	-999	MD95-2042M99/3488
1744	-999	-999	-999	4.44	-999	0.6	3.8	-999	-999	-999	-999	0.6	3.8	-999	-999	-999	-999	MD95-2042M99/3487
1744	-999	-999	-999	-999	-999	-999	-999	-1.25	1.02	-999	-999	-999	-999	-999	-999	-999	-999	S99/2731
1744	-999	-999	-999	-999	-999	-999	-999	-1.06	1.47	-999	-999	-999	-999	-999	-999	-999	-999	S99/3240
1747	-999	-999	-999	4.15	-999	-999	-999	-999	-999	-2.11	4.45	-2.11	4.45	-999	-999	-999	-999	MD95-2042M99/3490
1747	-999	-999	-999	4.4	-999	0.5	3.76	-999	-999	-999	-999	0.5	3.76	-999	-999	-999	-999	MD95-2042M99/3489
1747	-999	-999	-999	-999	-999	-999	-999	-1.22	1.26	-999	-999	-999	-999	-999	-999	-999	-999	S99/2732
1747	-999	-999	-999	-999	-999	-999	-999	-0.53	0.91	-999	-999	-999	-999	-999	-999	-999	-999	S99/3241
1750	-999	-999	-999	4.4	-999	0.48	3.76	-999	-999	-999	-999	0.48	3.76	-999	-999	-999	-999	MD95-2042M99/1358
1750	-999	-999	-999	-999	-999	-999	-999	-1.69	0.92	-999	-999	-999	-999	-999	-999	-999	-999	P96/819
1753	-999	-999	-999	4.45	-999	-999	-999	-999	-999	-2.05	4.75	-2.05	4.75	-999	-999	-999	-999	MD95-2042M99/3492
1753	-999	-999	-999	4.51	-999	0.58	3.87	-999	-999	-999	-999	0.58	3.87	-999	-999	-999	-999	MD95-2042M99/3491
1753	-999	-999	-999	-999	-999	-999	-999	-1.44	1.01	-999	-999	-999	-999	-999	-999	-999	-999	S99/2733
1753	-999	-999	-999	-999	-999	-999	-999	-0.84	1.4	-999	-999	-999	-999	-999	-999	-999	-999	S99/3242
1755	55730	56670	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	MD95-2042M99/3493
1757	-999	-999	-999	4.44	-999	-999	-999	-999	-999	-2.01	4.74	-2.01	4.74	-999	-999	-999	-999	MD95-2042M99/3493
1757	-999	-999	-999	4.2	-999	0.36	3.56	-999	-999	-999	-999	0.36	3.56	-999	-999	-999	-999	MD95-2042M99/3494
1757	-999	-999	-999	-999	-999	-999	-999	-1.21	1.71	-999	-999	-999	-999	-999	-999	-999	-999	S99/2734
1757	-999	-999	-999	-999	-999	-999	-999	-0.95	1.36	-999	-999	-999	-999	-999	-999	-999	-999	S99/3243
1760	-999	-999	-999	4.19	-999	0.36	3.55	-999	-999	-999	-999	0.36	3.55	-999	-999	-999	-999	MD95-2042M99/1359
1760	-999	-999	-999	-999	-999	-999	-999	-1.27	2.1	-999	-999	-999	-999	-999	-999	-999	-999	P95/2909
1764	-999	-999	-999	4.4	-999	-999	-999	-999	-999	-2.04	4.7	-2.04	4.7	-999	-999	-999	-999	MD95-2042M99/3495
1764	-999	-999	-999	4.43	-999	0.39	3.79	-999	-999	-999	-999	0.39	3.79	-999	-999	-999	-999	MD95-2042M99/3496
1764	-999	-999	-999	-999	-999	-999	-999	-0.86	1.92	-999	-999	-999	-999	-999	-999	-999	-999	S99/2735
1764	-999	-999	-999	-999	-999	-999	-999	-0.58	1.77	-999	-999	-999	-999	-999	-999	-999	-999	S99/3244
1768	-999	-999	-999	4.36	-999	0.2	3.72	-999	-999	-999	-999	0.2	3.72	-999	-999	-999	-999	MD95-2042M99/3497
1768	-999	-999	-999	-999	-999	-999	-999	-1.05	1.51	-999	-999	-999	-999	-999	-999	-999	-999	S99/2736
1768	-999	-999	-999	-999	-999	-999	-999	-0.76	1.42	-999	-999	-999	-999	-999	-999	-999	-999	S99/3245
1772	-999	-999	-999	4.16	-999	-999	-999	-999	-999	-2.38	4.46	-2.38	4.46	-999	-999	-999	-999	MD95-2042M99/3498
1772	-999	-999	-999	-999	-999	-999	-999	-1.06	1.94	-999	-999	-999	-999	-999	-999	-999	-999	S99/2737
1772	-999	-999	-999	-999	-999	-999	-999	-0.84	1.82	-999	-999	-999	-999	-999	-999	-999	-999	S99/3246
1776	-999	-999	-999	3.98	-999	-999	-999	-999	-999	-2.38	4.28	-2.38	4.28	-999	-999	-999	-999	MD95-2042M99/3499
1776	-999	-999	-999	-999	-999	-999	-999	-1.03	2.08	-999	-999	-999	-999	-999	-999	-999	-999	S99/2738
1776	-999	-999	-999	-999	-999	-999	-999	-0.95	1.31	-999	-999	-999	-999	-999	-999	-999	-999	S99/3247
1780	-999	-999	-999	4.05	-999	0.13	3.41	-999	-999	-999	-999	0.13	3.41	-999	-999	-999	-999	MD95-2042M99/1360
1780	-999	-999	-999	-999	-999	-999	-999	-1.49	1.98	-999	-999	-999	-999	-999	-999	-999	-999	P95/2910
1783	-999	-999	-999	4.4	-999	-999	-999	-999	-999	-2.14	4.7	-2.14	4.7	-999	-999	-999	-999	MD95-2042M99/3500
1783	-999	-999	-999	-999	-999	-999	-999	-0.96	1.47	-999	-999	-999	-999	-999	-999	-999	-999	S99/2739
1783	-999	-999	-999	-999	-999	-999	-999	-0.71	1.61	-999	-999	-999	-999	-999	-999	-999	-999	S99/3248
1783	-999	-999	-999	-999	-999	-999	-999	-1.18	1.67	-999	-999	-999	-999	-999	-999	-999	-999	S99/3369
1786	-999	-999	-999	4.47	-999	-999	-999	-999	-999	-2.2	4.77	-2.2	4.77	-999	-999	-999	-999	MD95-2042M99/3501
1786	-999	-999	-999	-999	-999	-999	-999	-0.9	2.23	-999	-999	-999	-999	-999	-999	-999	-999	S99/2740
1786	-999	-999	-999	-999	-999	-999	-999	-0.56	1.14	-999	-999	-999	-999	-999	-999	-999	-999	S99/3249
1790	-999	-999	-999	4.32	-999	-999	-999	-999	-999	-2.07	4.62	-2.07	4.62	-999	-999	-999	-999	MD95-2042M99/1361
1790	-999	-999	-999	-999	-999	-999	-999	-1.08	2.05	-999	-999	-999	-999	-999	-999	-999	-999	P96/820
1793	-999	-999	-999	4.47	-999	-999	-999	-999	-999	-2.07	4.77	-2.07	4.77	-999	-999	-999	-999	MD95-2042M99/3502
1793	-999	-999	-999	-999	-999	-999	-999	-1.11	2.17	-999	-999	-999	-999	-999	-999	-999	-999	S99/2741
1793	-999	-999	-999	-999	-999	-999	-999	-0.85	1.81	-999	-999	-999	-999	-999	-999	-999	-999	S99/3250
1797	-999	-999	-999	4.35	-999	-999	-999	-999	-999	-2.1	4.65	-2.1	4.65	-999	-999	-999	-999	MD95-2042M99/3503
1797	-999	-999	-999	-999	-999	-999	-999	-0.87	2.45	-999	-999	-999	-999	-999	-999	-999	-999	S99/2742
1797	-999	-999	-999	-999	-999	-999	-999	-0.35	1.96	-999	-999	-999	-999	-999	-999	-999	-999	S99/3251
1800	-999	-999	-999	4.28	-999	-999	-999	-999	-999	-1.95	4.58	-1.95	4.58	-999	-999	-999	-999	MD95-2042M99/1362
1800	-999	-999	-999	-999	-999	-999	-999	-1.02	1.94	-999	-999	-999	-999	-999	-999	-999	-999	P96/821
1803	-999	-999	-999	4.6	-999	-999	-999	-999	-999	-2.34	4.9	-2.34	4.9	-999	-999	-999	-999	MD95-2042M99/3504
1803	-999	-999	-999	-999	-999	-999	-999	-0.99	2.14	-999	-999	-999	-999	-999	-999	-999	-999	S99/2743
1803	-999	-999	-999	-999	-999	-999	-999	-0.5	1.77	-999	-999	-999	-999	-999	-999	-999	-999	S99/3252
1806	-999	-999	-999	4.53	-999	-999	-999	-999	-999	-2.21	4.83	-2.21	4.83	-999	-999	-999	-999	MD95-2042M99/3505
1806	-999	-999	-999	4.43	-999	-0.17	3.79	-999	-999	-999	-999	-0.17	3.79	-999	-999	-999	-999	MD95-2042M99/3506
1806	-999	-999	-999	-999	-999	-999	-999	-0.86	2.65	-999	-999	-999	-999	-999	-999	-999	-999	S99/2744
1806	-999	-999	-999	-999	-999	-999	-999	-0.99	2.17	-999	-999	-999	-999	-999	-999	-999	-999	S99/3253
1810	-999	-999	-999	4.4	-999	-999	-999	-999	-999	-2.35	4.7	-2.35	4.7	-999	-999	-999	-999	MD95-2042M99/1363
1810	-999	-999	-999	-999	-999	-999	-999	-1.08	2.24	-999	-999	-999	-999	-999	-999	-999	-999	P96/822
1810	-999	-999	-999	-999	-999	-999	-999	-1.56	2.12	-999	-999	-999	-999	-999	-999	-999	-999	S95/3972
1813	-999	-999	-999	4.48	-999	-999	-999	-999	-999	-2.08	4.78	-2.08	4.78	-999	-999	-999	-999	MD95-2042M99/3507
1813	-999	-999	-999	-999	-999	-999	-999	-1.07	3.07	-999	-999	-999	-999	-999	-999	-999	-999	S99/2745
1813	-999	-999	-999	-999	-999	-999	-999	-0.96	2.24	-999	-999	-999	-999	-999	-999	-999	-999	S99/3254
1817	-999	-999	-999	4.51	-999	-999	-999	-999	-999	-2.21	4.81	-2.21	4.81	-999	-999	-999	-999	MD95-2042M99/3508
1817	-999	-999	-999	-999	-999	-999	-999	-0.61	2.72	-999	-999	-999	-999	-999	-999	-999	-999	S99/3255
1820	-999	-999	-999	4.52	-999	-999	-999	-999	-999	-2.16	4.82	-2.16	4.82	-999	-999	-999	-999	MD95-2042M99/1364
1820	-999	-999	-999	-999	-999	-999	-999	-0.99	2.17	-999	-999	-999	-999	-999	-999	-999	-999	P96/823
1823	-999	-999	-999	4.61	-999	-999	-999	-999	-999	-2.16	4.91	-2.16	4.91	-999	-999	-999	-999	MD95-2042M99/3509
1823	-999	-999	-999	-999	-999	-999	-999	-0.92	2.42	-999	-999	-999	-999	-999	-999	-999	-999	S99/2747
1823	-999	-999	-999	-999	-999	-999	-999	-0.87	2.19	-999	-999	-999	-999	-999	-999	-999	-999	S99/3256
1827	-999	-999	-999	4.55	-999	-999	-999	-999	-999	-2.04	4.85	-2.04	4.85	-999	-999	-999	-999	MD95-2042M99/3510
1827	-999	-999	-999	4.35	-999	-0.31	3.71	-999	-999	-999	-999	-0.31	3.71	-999	-999	-999	-999	MD95-2042M99/3511
1827	-999	-999	-999	-999	-999	-999	-999	-0.85	2.56	-999	-999	-999	-999	-999	-999	-999	-999	S99/2748
1827	-999	-999	-999	-999	-999	-999	-999	-0.66	2.19	-999	-999	-999	-999	-999	-999	-999	-999	S99/3257
1830	-999	-999	-999	4.5	-999	-999	-999	-999	-999	-2.28	4.8	-2.28	4.8	-999	-999	-999	-999	MD95-2042M99/1365
1830	-999	-999	-999	-999	-999	-999	-999	-0.89	2.49	-999	-999	-999	-999	-999	-999	-999	-999	P96/824
1833	-999	-999	-999	4.56	-999	-999	-999	-999	-999	-2.2	4.86	-2.2	4.86	-999	-999	-999	-999	MD95-2042M99/3512
1833	-999	-999	-999	-999	-999	-999	-999	-0.91	2.59	-999	-999	-999	-999	-999	-999	-999	-999	S99/2749
1833	-999	-999	-999	-999	-999	-999	-999	-0.83	2.43	-999	-999	-999	-999	-999	-999	-999	-999	S99/3258
1837	-999	-999	-999	4.53	-999	-999	-999	-999	-999	-2.35	4.83	-2.35	4.83	-999	-999	-999	-999	MD95-2042M99/3513
1837	-999	-999	-999	-999	-999	-999	-999	-0.79	2.62	-999	-999	-999	-999	-999	-999	-999	-999	S99/2750
1837	-999	-999	-999	-999	-999	-999	-999	-0.05	1.58	-999	-999	-999	-999	-999	-999	-999	-999	S99/3259
1837	-999	-999	-999	-999	-999	-999	-999	-0.77	2.48	-999	-999	-999	-999	-999	-999	-999	-999	S99/3370
1840	-999	-999	-999	4.43	-999	-999	-999	-999	-999	-2.38	4.73	-2.38	4.73	-999	-999	-999	-999	MD95-2042M99/1366
1840	-999	-999	-999	-999	-999	-999	-999	-1.36	2.59	-999	-999	-999	-999	-999	-999	-999	-999	S95/3973
1844	-999	-999	-999	4.69	-999	-999	-999	-999	-999	-2.4	4.99	-2.4	4.99	-999	-999	-999	-999	MD95-2042M99/3514
