Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
KNR197-10_GGC5,,,,0.01,0.01,,,,,,0.01,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.05,0.05,,,,,,0.05,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.09,0.09,,,,,,0.09,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.13,0.13,,,,,,0.13,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.17,0.17,,,,,,0.17,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.25,0.25,,,,,,0.25,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.29,0.29,,,,,,0.29,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.33,0.33,,,,,,0.33,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.37,0.37,,,,,,0.37,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.41,0.41,,,,,,0.41,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.45,0.45,,,,,,0.45,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.525,0.525,,,,,,0.525,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.57,0.57,,,,,,0.57,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.605,0.605,,,,,,0.605,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.65,0.65,,,,,,0.65,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.685,0.685,,,,,,0.685,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.73,0.73,,,,,,0.73,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.81,0.81,,,,,,0.81,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.89,0.89,,,,,,0.89,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,0.97,0.97,,,,,,0.97,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,1.005,1.005,,,,,,1.005,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,1.045,1.045,,,,,,1.045,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,1.085,1.085,,,,,,1.085,depth model from Repschlaeger et al. 2021,
KNR197-10_GGC5,,,,1.125,1.125,,,,,,1.125,depth model from Repschlaeger et al. 2021,
