Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GeoB16202-2,,,,0.02,0.02,,,,,,0.02,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.02,0.02,,,,,,0.02,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.04,0.04,,,,,,0.04,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.06,0.06,,,,,,0.06,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.08,0.08,,,,,,0.08,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.08,0.08,,,,,,0.08,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.1,0.1,,,,,,0.1,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.16,0.16,,,,,,0.16,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.22,0.22,,,,,,0.22,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.24,0.24,,,,,,0.24,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.26,0.26,,,,,,0.26,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.36,0.36,,,,,,0.36,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.44,0.44,,,,,,0.44,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.44,0.44,,,,,,0.44,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.46,0.46,,,,,,0.46,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.5,0.5,,,,,,0.5,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.58,0.58,,,,,,0.58,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.62,0.62,,,,,,0.62,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.68,0.68,,,,,,0.68,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.7,0.7,,,,,,0.7,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.72,0.72,,,,,,0.72,depth model from Repschlaeger et al. 2021,
GeoB16202-2,,,,0.76,0.76,,,,,,0.76,depth model from Repschlaeger et al. 2021,
