Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SO213-2-82-1,,,,0.0,0.0,,,,,,0.0,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.02,0.02,,,,,,0.02,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.04,0.04,,,,,,0.04,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.06,0.06,,,,,,0.06,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.08,0.08,,,,,,0.08,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.14,0.14,,,,,,0.14,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.16,0.16,,,,,,0.16,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.18,0.18,,,,,,0.18,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.22,0.22,,,,,,0.22,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.24,0.24,,,,,,0.24,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.26,0.26,,,,,,0.26,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.28,0.28,,,,,,0.28,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.32,0.32,,,,,,0.32,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.34,0.34,,,,,,0.34,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.36,0.36,,,,,,0.36,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.4,0.4,,,,,,0.4,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.42,0.42,,,,,,0.42,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.44,0.44,,,,,,0.44,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.52,0.52,,,,,,0.52,depth model from Jonkers et al. 2020,
SO213-2-82-1,,,,0.58,0.58,,,,,,0.58,depth model from Jonkers et al. 2020,
