Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SU90-08,,,,0.01,0.01,,,,,,0.01,,
SU90-08,,,,0.03,0.03,,,,,,0.03,,
SU90-08,,,,0.03,0.03,,,,,,0.03,,
SU90-08,,,,0.03,0.03,,,,,,0.03,,
SU90-08,,,,0.05,0.05,,,,,,0.05,,
SU90-08,,,,0.07,0.07,,,,,,0.07,,
SU90-08,,,,0.09,0.09,,,,,,0.09,,
SU90-08,,,,0.1,0.1,,,,,,0.1,,
SU90-08,,,,0.11,0.11,,,,,,0.11,,
SU90-08,,,,0.15,0.15,,,,,,0.15,,
SU90-08,,,,0.17,0.17,,,,,,0.17,,
SU90-08,,,,0.17,0.17,,,,,,0.17,,
SU90-08,,,,0.17,0.17,,,,,,0.17,,
SU90-08,,,,0.19,0.19,,,,,,0.19,,
SU90-08,,,,0.19,0.19,,,,,,0.19,,
SU90-08,,,,0.19,0.19,,,,,,0.19,,
SU90-08,,,,0.2,0.2,,,,,,0.2,,
SU90-08,,,,0.21,0.21,,,,,,0.21,,
SU90-08,,,,0.23,0.23,,,,,,0.23,,
SU90-08,,,,0.25,0.25,,,,,,0.25,,
SU90-08,,,,0.27,0.27,,,,,,0.27,,
SU90-08,,,,0.29,0.29,,,,,,0.29,,
SU90-08,,,,0.3,0.3,,,,,,0.3,,
SU90-08,,,,0.31,0.31,,,,,,0.31,,
SU90-08,,,,0.33,0.33,,,,,,0.33,,
SU90-08,,,,0.33,0.33,,,,,,0.33,,
SU90-08,,,,0.33,0.33,,,,,,0.33,,
SU90-08,,,,0.35,0.35,,,,,,0.35,,
SU90-08,,,,0.37,0.37,,,,,,0.37,,
SU90-08,,,,0.39,0.39,,,,,,0.39,,
SU90-08,,,,0.4,0.4,,,,,,0.4,,
SU90-08,,,,0.4,0.4,,,,,,0.4,,
SU90-08,,,,0.4,0.4,,,,,,0.4,,
SU90-08,,,,0.41,0.41,,,,,,0.41,,
SU90-08,,,,0.43,0.43,,,,,,0.43,,
SU90-08,,,,0.43,0.43,,,,,,0.43,,
SU90-08,,,,0.43,0.43,,,,,,0.43,,
SU90-08,,,,0.45,0.45,,,,,,0.45,,
SU90-08,,,,0.45,0.45,,,,,,0.45,,
SU90-08,,,,0.45,0.45,,,,,,0.45,,
SU90-08,,,,0.47,0.47,,,,,,0.47,,
SU90-08,,,,0.47,0.47,,,,,,0.47,,
SU90-08,,,,0.47,0.47,,,,,,0.47,,
SU90-08,,,,0.49,0.49,,,,,,0.49,,
SU90-08,,,,0.51,0.51,,,,,,0.51,,
SU90-08,,,,0.53,0.53,,,,,,0.53,,
SU90-08,,,,0.53,0.53,,,,,,0.53,,
SU90-08,,,,0.53,0.53,,,,,,0.53,,
SU90-08,,,,0.55,0.55,,,,,,0.55,,
SU90-08,,,,0.57,0.57,,,,,,0.57,,
SU90-08,,,,0.59,0.59,,,,,,0.59,,
SU90-08,,,,0.61,0.61,,,,,,0.61,,
SU90-08,,,,0.63,0.63,,,,,,0.63,,
SU90-08,,,,0.63,0.63,,,,,,0.63,,
SU90-08,,,,0.63,0.63,,,,,,0.63,,
SU90-08,,,,0.65,0.65,,,,,,0.65,,
SU90-08,,,,0.65,0.65,,,,,,0.65,,
SU90-08,,,,0.65,0.65,,,,,,0.65,,
SU90-08,,,,0.65,0.65,,,,,,0.65,,
SU90-08,,,,0.69,0.69,,,,,,0.69,,
SU90-08,,,,0.71,0.71,,,,,,0.71,,
SU90-08,,,,0.71,0.71,,,,,,0.71,,
SU90-08,,,,0.71,0.71,,,,,,0.71,,
SU90-08,,,,0.73,0.73,,,,,,0.73,,
SU90-08,,,,0.73,0.73,,,,,,0.73,,
SU90-08,,,,0.73,0.73,,,,,,0.73,,
SU90-08,,,,0.75,0.75,,,,,,0.75,,
SU90-08,,,,0.77,0.77,,,,,,0.77,,
SU90-08,,,,0.79,0.79,,,,,,0.79,,
SU90-08,,,,0.81,0.81,,,,,,0.81,,
SU90-08,,,,0.83,0.83,,,,,,0.83,,
SU90-08,,,,0.85,0.85,,,,,,0.85,,
SU90-08,,,,0.87,0.87,,,,,,0.87,,
SU90-08,,,,0.89,0.89,,,,,,0.89,,
SU90-08,,,,0.91,0.91,,,,,,0.91,,
SU90-08,,,,0.93,0.93,,,,,,0.93,,
SU90-08,,,,0.94,0.94,,,,,,0.94,,
SU90-08,,,,0.96,0.96,,,,,,0.96,,
SU90-08,,,,0.97,0.97,,,,,,0.97,,
SU90-08,,,,0.99,0.99,,,,,,0.99,,
SU90-08,,,,1.01,1.01,,,,,,1.01,,
SU90-08,,,,1.03,1.03,,,,,,1.03,,
SU90-08,,,,1.05,1.05,,,,,,1.05,,
SU90-08,,,,1.05,1.05,,,,,,1.05,,
SU90-08,,,,1.05,1.05,,,,,,1.05,,
SU90-08,,,,1.07,1.07,,,,,,1.07,,
SU90-08,,,,1.09,1.09,,,,,,1.09,,
SU90-08,,,,1.11,1.11,,,,,,1.11,,
SU90-08,,,,1.13,1.13,,,,,,1.13,,
SU90-08,,,,1.15,1.15,,,,,,1.15,,
SU90-08,,,,1.17,1.17,,,,,,1.17,,
SU90-08,,,,1.19,1.19,,,,,,1.19,,
SU90-08,,,,1.21,1.21,,,,,,1.21,,
SU90-08,,,,1.23,1.23,,,,,,1.23,,
SU90-08,,,,1.25,1.25,,,,,,1.25,,
SU90-08,,,,1.27,1.27,,,,,,1.27,,
SU90-08,,,,1.29,1.29,,,,,,1.29,,
SU90-08,,,,1.29,1.29,,,,,,1.29,,
SU90-08,,,,1.29,1.29,,,,,,1.29,,
SU90-08,,,,1.31,1.31,,,,,,1.31,,
