Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
V28-14,,0.5,0.91,2.45,0.91,2.45,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,0.7,0.69,2.65,0.69,2.65,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,0.9,0.265,2.73,0.265,2.73,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,0.9,0.25,2.82,0.25,2.82,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,0.9,0.28,2.64,0.28,2.64,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.0,0.32,2.56,0.32,2.56,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.1,0.58,3.02,0.58,3.02,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.2,0.51,3.25,0.51,3.25,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.3,1.13,4.54,1.13,4.54,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.49,1.03,4.32,1.03,4.32,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.5,1.3,4.2,1.3,4.2,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.6,1.32,4.06,1.32,4.06,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.6,1.07,4.42,1.07,4.42,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.6,1.195,4.24,1.195,4.24,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.7,1.45,4.55,1.45,4.55,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.8,1.225,4.2,1.225,4.2,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.8,0.98,4.0,0.98,4.0,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.8,1.47,4.4,1.47,4.4,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,1.9,1.05,4.42,1.05,4.42,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,2.2,0.6,3.93,0.6,3.93,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
V28-14,,2.3,0.22,3.68,0.22,3.68,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Curry, William B; Duplessy, Jean-Claude; Labeyrie, Laurent D; Shackleton, Nicholas J (1988):(Appendix 1) Stable carbon and oxygen isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-14. PANGAEA, https://doi.org/10.1594/PANGAEA.726001,",,https://doi.org/10.1594/PANGAEA.726001,1
