Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
NA87-22,,,,0.02,0.02,,,,,,0.02,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.1,0.1,,,,,,0.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.2,0.2,,,,,,0.2,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.3,0.3,,,,,,0.3,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.5,0.5,,,,,,0.5,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.7,0.7,,,,,,0.7,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.8,0.8,,,,,,0.8,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,0.9,0.9,,,,,,0.9,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.0,1.0,,,,,,1.0,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.1,1.1,,,,,,1.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.3,1.3,,,,,,1.3,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.5,1.5,,,,,,1.5,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.6,1.6,,,,,,1.6,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.7,1.7,,,,,,1.7,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.8,1.8,,,,,,1.8,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,1.9,1.9,,,,,,1.9,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.0,2.0,,,,,,2.0,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.1,2.1,,,,,,2.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.2,2.2,,,,,,2.2,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.6,2.6,,,,,,2.6,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.7,2.7,,,,,,2.7,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.8,2.8,,,,,,2.8,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,2.9,2.9,,,,,,2.9,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.0,3.0,,,,,,3.0,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.1,3.1,,,,,,3.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.2,3.2,,,,,,3.2,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.3,3.3,,,,,,3.3,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.45,3.45,,,,,,3.45,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.55,3.55,,,,,,3.55,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.6,3.6,,,,,,3.6,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.7,3.7,,,,,,3.7,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.8,3.8,,,,,,3.8,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,3.9,3.9,,,,,,3.9,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,4.0,4.0,,,,,,4.0,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,4.1,4.1,,,,,,4.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,4.2,4.2,,,,,,4.2,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,4.3,4.3,,,,,,4.3,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,4.4,4.4,,,,,,4.4,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,4.6,4.6,,,,,,4.6,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,5.0,5.0,,,,,,5.0,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,5.1,5.1,,,,,,5.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,5.2,5.2,,,,,,5.2,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,5.6,5.6,,,,,,5.6,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,5.8,5.8,,,,,,5.8,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,5.9,5.9,,,,,,5.9,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,6.0,6.0,,,,,,6.0,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,6.1,6.1,,,,,,6.1,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,6.2,6.2,,,,,,6.2,depth model from Peterson and Lisiecki 2018,
NA87-22,,,,6.4,6.4,,,,,,6.4,depth model from Peterson and Lisiecki 2018,
