Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
ME0005A-43JC,,,,0.01,0.01,,,,,,0.01,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.06,0.06,,,,,,0.06,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.16,0.16,,,,,,0.16,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.21,0.21,,,,,,0.21,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.26,0.26,,,,,,0.26,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.26,0.26,,,,,,0.26,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.31,0.31,,,,,,0.31,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.36,0.36,,,,,,0.36,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.41,0.41,,,,,,0.41,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.46,0.46,,,,,,0.46,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.51,0.51,,,,,,0.51,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.56,0.56,,,,,,0.56,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.61,0.61,,,,,,0.61,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.66,0.66,,,,,,0.66,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.76,0.76,,,,,,0.76,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.76,0.76,,,,,,0.76,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.81,0.81,,,,,,0.81,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.86,0.86,,,,,,0.86,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.91,0.91,,,,,,0.91,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,0.96,0.96,,,,,,0.96,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.01,1.01,,,,,,1.01,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.06,1.06,,,,,,1.06,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.11,1.11,,,,,,1.11,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.16,1.16,,,,,,1.16,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.21,1.21,,,,,,1.21,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.26,1.26,,,,,,1.26,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.31,1.31,,,,,,1.31,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.36,1.36,,,,,,1.36,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.41,1.41,,,,,,1.41,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.46,1.46,,,,,,1.46,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.51,1.51,,,,,,1.51,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.56,1.56,,,,,,1.56,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.61,1.61,,,,,,1.61,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.66,1.66,,,,,,1.66,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.71,1.71,,,,,,1.71,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.76,1.76,,,,,,1.76,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.81,1.81,,,,,,1.81,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.86,1.86,,,,,,1.86,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.91,1.91,,,,,,1.91,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,1.96,1.96,,,,,,1.96,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,2.01,2.01,,,,,,2.01,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,2.06,2.06,,,,,,2.06,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,2.11,2.11,,,,,,2.11,depth model associated with Cibicidoides data,
ME0005A-43JC,,,,2.16,2.16,,,,,,2.16,depth model associated with Cibicidoides data,
