Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
PS2561-2,,10.6,-0.827,4.0731,-0.827,4.0731,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,10.7,-0.7811,4.0627,-0.7811,4.0627,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,10.8,-0.4975,3.9624,-0.4975,3.9624,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,10.9,-0.4939,3.7913,-0.4939,3.7913,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.0,-0.3509,3.6119,-0.3509,3.6119,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.1,-0.2832,3.5188,-0.2832,3.5188,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.2,-0.2414,3.4704,-0.2414,3.4704,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.3,-0.064,3.2108,-0.064,3.2108,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.4,-0.73045,4.3549,-0.73045,4.3549,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.4,-0.7427,4.3697,-0.7427,4.3697,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.4,-0.7182,4.3401,-0.7182,4.3401,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
PS2561-2,,11.5,-0.2659,3.3676,-0.2659,3.3676,,,,Cibicidoides wuellerstorfi,1,,,,,,From Mulitza et al. 2022 ESSD compilation,"Krueger, S., Leuschner, D. C., Ehrmann, W., Schmiedl, G., Mackensen, A., and Diekmann, B.: Ocean circulation patterns and dust supply into the South Atlantic during the last glacial cycle revealed by statistical analysis of kaolinite/chlorite ratios, Marine Geology, 253, 82-91, doi:10.1016/j.margeo.2008.04.015, 2008.",,Schmiedl (pers. comm.),1
