Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
GIK17050-1,,5.95,1.04,4.03,1.04,4.03,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.25,1.0,3.75,1.0,3.75,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.4,0.83,3.55,0.83,3.55,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.467,0.42,3.76,0.42,3.76,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.483,0.49,3.67,0.49,3.67,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.533,0.81,3.95,0.81,3.95,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.55,0.78,3.93,0.78,3.93,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.65,0.94,3.83,0.94,3.83,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.75,0.48,3.63,0.48,3.63,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,6.9,0.09,4.03,0.09,4.03,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,7.05,0.32,3.85,0.32,3.85,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,7.25,0.5,3.88,0.5,3.88,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,7.45,0.54,3.73,0.54,3.73,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,7.5,0.89,3.95,0.89,3.95,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,7.65,0.47,3.73,0.47,3.73,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.05,1.01,3.64,1.01,3.64,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.25,0.78,3.35,0.78,3.35,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.55,0.77,3.43,0.77,3.43,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.65,0.41,3.28,0.41,3.28,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.75,1.04,3.22,1.04,3.22,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.84,1.0,3.17,1.0,3.17,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,8.95,0.69,2.93,0.69,2.93,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,9.0,0.89,3.73,0.89,3.73,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,9.05,1.03,3.46,1.03,3.46,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,9.25,0.56,3.31,0.56,3.31,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,9.3,0.94,3.17,0.94,3.17,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
GIK17050-1,,10.35,0.42,3.69,0.42,3.69,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w_�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK17050-1. PANGAEA, https://doi.org/10.1594/PANGAEA.112909",1
