Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SK157-GC15,,,,0.01,0.01,,,,,,0.01,,
SK157-GC15,,,,0.03,0.03,,,,,,0.03,,
SK157-GC15,,,,0.05,0.05,,,,,,0.05,,
SK157-GC15,,,,0.11,0.11,,,,,,0.11,,
SK157-GC15,,,,0.15,0.15,,,,,,0.15,,
SK157-GC15,,,,0.19,0.19,,,,,,0.19,,
SK157-GC15,,,,0.31,0.31,,,,,,0.31,,
SK157-GC15,,,,0.41,0.41,,,,,,0.41,,
SK157-GC15,,,,0.45,0.45,,,,,,0.45,,
SK157-GC15,,,,0.51,0.51,,,,,,0.51,,
SK157-GC15,,,,0.55,0.55,,,,,,0.55,,
SK157-GC15,,,,0.59,0.59,,,,,,0.59,,
SK157-GC15,,,,0.61,0.61,,,,,,0.61,,
SK157-GC15,,,,0.71,0.71,,,,,,0.71,,
SK157-GC15,,,,0.81,0.81,,,,,,0.81,,
SK157-GC15,,,,0.85,0.85,,,,,,0.85,,
SK157-GC15,,,,0.89,0.89,,,,,,0.89,,
SK157-GC15,,,,0.95,0.95,,,,,,0.95,,
SK157-GC15,,,,0.99,0.99,,,,,,0.99,,
SK157-GC15,,,,1.01,1.01,,,,,,1.01,,
SK157-GC15,,,,1.05,1.05,,,,,,1.05,,
SK157-GC15,,,,1.09,1.09,,,,,,1.09,,
SK157-GC15,,,,1.11,1.11,,,,,,1.11,,
SK157-GC15,,,,1.15,1.15,,,,,,1.15,,
SK157-GC15,,,,1.21,1.21,,,,,,1.21,,
SK157-GC15,,,,1.25,1.25,,,,,,1.25,,
SK157-GC15,,,,1.31,1.31,,,,,,1.31,,
SK157-GC15,,,,1.35,1.35,,,,,,1.35,,
SK157-GC15,,,,1.39,1.39,,,,,,1.39,,
SK157-GC15,,,,1.41,1.41,,,,,,1.41,,
SK157-GC15,,,,1.41,1.41,,,,,,1.41,,
SK157-GC15,,,,1.45,1.45,,,,,,1.45,,
SK157-GC15,,,,1.49,1.49,,,,,,1.49,,
SK157-GC15,,,,1.51,1.51,,,,,,1.51,,
