Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
V28-127,,0.64,1.318,4.104,1.318,4.104,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.685,1.18,3.89,1.18,3.89,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.72,1.175,3.801,1.175,3.801,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.765,1.253,3.845,1.253,3.845,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.805,1.225,3.811,1.225,3.811,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.88,1.2,3.821,1.2,3.821,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.925,1.059,3.84,1.059,3.84,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,0.96,1.121,3.802,1.121,3.802,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.005,1.184,3.773,1.184,3.773,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.045,1.204,3.839,1.204,3.839,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.08,1.279,3.959,1.279,3.959,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.085,1.111,3.806,1.111,3.806,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.12,1.254,3.75,1.254,3.75,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.16,1.351,3.972,1.351,3.972,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.2,1.296,3.928,1.296,3.928,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.235,1.34,3.994,1.34,3.994,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.28,1.04,3.23,1.04,3.23,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.32,1.315,3.729,1.315,3.729,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.36,1.239,3.9,1.239,3.9,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.37,1.213,3.648,1.213,3.648,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.41,1.221,3.595,1.221,3.595,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.44,1.273,3.618,1.273,3.618,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.48,0.836,3.58,0.836,3.58,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
V28-127,,1.49,1.168,3.426,1.168,3.426,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Oppo, DW; Fairbanks, RG (1990): Atlantic Ocean thermohaline circulation of the last 150,000 years: relationship to climate and atmospheric CO2. Paleoceanography, 5(3), 277-288, https://doi.org/10.1029/PA005i003p00277",,"Oppo, Delia W; Fairbanks, Richard G (1990): (Table 3) Stable isotope ratios of Cibicidoides wuellerstorfi from sediment core V28-127. PANGAEA, https://doi.org/10.1594/PANGAEA.52404; age model (CLIMAP Project Members (2004): Radiocarbon age determinations on sediment core V28-127, PANGAEA, https://doi,org/10,1594/PANGAEA,186288)",1
