Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD77-191,,0.28,CALIB 7.1,,Globigerinoides bulloides,1970,60,60,400,,,1526,157,149,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,0.76,CALIB 7.1,,Globigerinoides bulloides,2560,70,70,400,,,2226,170,192,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,1.27,CALIB 7.1,,Globigerinoides bulloides,3020,60,60,400,,,2797,141,104,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,1.75,CALIB 7.1,,Globigerinoides bulloides,3660,60,60,400,,,3567,158,168,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,2.22,CALIB 7.1,,Globigerinoides bulloides,4160,60,60,400,,,4236,171,170,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,2.71,CALIB 7.1,,Globigerinoides bulloides,4790,60,60,400,,,5070,187,193,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,3.73,CALIB 7.1,,Globigerinoides bulloides,6150,80,80,400,,,6582,189,187,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,4.25,CALIB 7.1,,Globigerinoides bulloides,8230,90,90,400,,,8757,236,234,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,4.82,CALIB 7.1,,Globigerinoides bulloides,8970,80,80,400,,,9648,244,177,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,5.5,CALIB 7.1,,Globigerinoides ruber,10300,50,50,400,,,11294,279,133,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,5.8,CALIB 7.1,,Globigerinoides ruber,11810,50,50,400,,,13285,116,121,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,5.94,CALIB 7.1,,Pteropods sp.,12630,190,190,400,,,14258,761,522,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
MD77-191,,7.1,CALIB 7.1,,Globigerinoides ruber,13820,60,60,400,,,16142,196,223,Marine13,GISP2 Greenland,,,,"Ma, R. et al. (2020), Paleoceanography and Paleoclimatology, 35, e2019PA003801. https://doi.org/10.1029/2019PA003801",https://doi.pangaea.de/10.1594/PANGAEA.916015
