Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
MD13-3455G,,,,0.02,0.02,,,,,,0.02,,
MD13-3455G,,,,0.07,0.07,,,,,,0.07,,
MD13-3455G,,,,0.12,0.12,,,,,,0.12,,
MD13-3455G,,,,0.17,0.17,,,,,,0.17,,
MD13-3455G,,,,0.22,0.22,,,,,,0.22,,
MD13-3455G,,,,0.27,0.27,,,,,,0.27,,
MD13-3455G,,,,0.32,0.32,,,,,,0.32,,
MD13-3455G,,,,0.37,0.37,,,,,,0.37,,
MD13-3455G,,,,0.42,0.42,,,,,,0.42,,
MD13-3455G,,,,0.47,0.47,,,,,,0.47,,
MD13-3455G,,,,0.52,0.52,,,,,,0.52,,
MD13-3455G,,,,0.57,0.57,,,,,,0.57,,
MD13-3455G,,,,0.62,0.62,,,,,,0.62,,
MD13-3455G,,,,0.67,0.67,,,,,,0.67,,
MD13-3455G,,,,0.72,0.72,,,,,,0.72,,
MD13-3455G,,,,0.77,0.77,,,,,,0.77,,
MD13-3455G,,,,0.82,0.82,,,,,,0.82,,
MD13-3455G,,,,0.87,0.87,,,,,,0.87,,
MD13-3455G,,,,0.92,0.92,,,,,,0.92,,
MD13-3455G,,,,0.97,0.97,,,,,,0.97,,
MD13-3455G,,,,1.02,1.02,,,,,,1.02,,
MD13-3455G,,,,1.07,1.07,,,,,,1.07,,
MD13-3455G,,,,1.12,1.12,,,,,,1.12,,
MD13-3455G,,,,1.17,1.17,,,,,,1.17,,
MD13-3455G,,,,1.22,1.22,,,,,,1.22,,
MD13-3455G,,,,1.27,1.27,,,,,,1.27,,
MD13-3455G,,,,1.32,1.32,,,,,,1.32,,
MD13-3455G,,,,1.37,1.37,,,,,,1.37,,
MD13-3455G,,,,1.42,1.42,,,,,,1.42,,
MD13-3455G,,,,1.47,1.47,,,,,,1.47,,
MD13-3455G,,,,1.52,1.52,,,,,,1.52,,
MD13-3455G,,,,1.57,1.57,,,,,,1.57,,
MD13-3455G,,,,1.62,1.62,,,,,,1.62,,
MD13-3455G,,,,1.67,1.67,,,,,,1.67,,
MD13-3455G,,,,1.72,1.72,,,,,,1.72,,
MD13-3455G,,,,1.77,1.77,,,,,,1.77,,
MD13-3455G,,,,1.82,1.82,,,,,,1.82,,
MD13-3455G,,,,1.87,1.87,,,,,,1.87,,
MD13-3455G,,,,1.92,1.92,,,,,,1.92,,
MD13-3455G,,,,1.97,1.97,,,,,,1.97,,
MD13-3455G,,,,2.02,2.02,,,,,,2.02,,
MD13-3455G,,,,2.07,2.07,,,,,,2.07,,
MD13-3455G,,,,2.12,2.12,,,,,,2.12,,
MD13-3455G,,,,2.17,2.17,,,,,,2.17,,
MD13-3455G,,,,2.22,2.22,,,,,,2.22,,
MD13-3455G,,,,2.27,2.27,,,,,,2.27,,
MD13-3455G,,,,2.32,2.32,,,,,,2.32,,
MD13-3455G,,,,2.37,2.37,,,,,,2.37,,
MD13-3455G,,,,2.42,2.42,,,,,,2.42,,
MD13-3455G,,,,2.47,2.47,,,,,,2.47,,
MD13-3455G,,,,2.52,2.52,,,,,,2.52,,
MD13-3455G,,,,2.57,2.57,,,,,,2.57,,
MD13-3455G,,,,2.62,2.62,,,,,,2.62,,
MD13-3455G,,,,2.67,2.67,,,,,,2.67,,
MD13-3455G,,,,2.72,2.72,,,,,,2.72,,
MD13-3455G,,,,2.77,2.77,,,,,,2.77,,
MD13-3455G,,,,2.82,2.82,,,,,,2.82,,
MD13-3455G,,,,2.87,2.87,,,,,,2.87,,
MD13-3455G,,,,2.92,2.92,,,,,,2.92,,
MD13-3455G,,,,2.97,2.97,,,,,,2.97,,
MD13-3455G,,,,3.02,3.02,,,,,,3.02,,
MD13-3455G,,,,3.07,3.07,,,,,,3.07,,
MD13-3455G,,,,3.12,3.12,,,,,,3.12,,
MD13-3455G,,,,3.17,3.17,,,,,,3.17,,
MD13-3455G,,,,3.22,3.22,,,,,,3.22,,
MD13-3455G,,,,3.27,3.27,,,,,,3.27,,
MD13-3455G,,,,3.32,3.32,,,,,,3.32,,
MD13-3455G,,,,3.37,3.37,,,,,,3.37,,
MD13-3455G,,,,3.42,3.42,,,,,,3.42,,
MD13-3455G,,,,3.47,3.47,,,,,,3.47,,
MD13-3455G,,,,3.52,3.52,,,,,,3.52,,
MD13-3455G,,,,3.57,3.57,,,,,,3.57,,
MD13-3455G,,,,3.62,3.62,,,,,,3.62,,
MD13-3455G,,,,3.67,3.67,,,,,,3.67,,
MD13-3455G,,,,3.72,3.72,,,,,,3.72,,
MD13-3455G,,,,3.77,3.77,,,,,,3.77,,
MD13-3455G,,,,3.82,3.82,,,,,,3.82,,
MD13-3455G,,,,3.87,3.87,,,,,,3.87,,
MD13-3455G,,,,3.92,3.92,,,,,,3.92,,
MD13-3455G,,,,3.97,3.97,,,,,,3.97,,
MD13-3455G,,,,4.02,4.02,,,,,,4.02,,
MD13-3455G,,,,4.07,4.07,,,,,,4.07,,
MD13-3455G,,,,4.12,4.12,,,,,,4.12,,
MD13-3455G,,,,4.17,4.17,,,,,,4.17,,
MD13-3455G,,,,4.22,4.22,,,,,,4.22,,
MD13-3455G,,,,4.27,4.27,,,,,,4.27,,
MD13-3455G,,,,4.32,4.32,,,,,,4.32,,
MD13-3455G,,,,4.37,4.37,,,,,,4.37,,
MD13-3455G,,,,4.42,4.42,,,,,,4.42,,
MD13-3455G,,,,4.47,4.47,,,,,,4.47,,
MD13-3455G,,,,4.52,4.52,,,,,,4.52,,
MD13-3455G,,,,4.57,4.57,,,,,,4.57,,
MD13-3455G,,,,4.62,4.62,,,,,,4.62,,
MD13-3455G,,,,4.67,4.67,,,,,,4.67,,
MD13-3455G,,,,4.72,4.72,,,,,,4.72,,
MD13-3455G,,,,4.77,4.77,,,,,,4.77,,
MD13-3455G,,,,4.82,4.82,,,,,,4.82,,
