Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
PAR87A-10,,,,0.23,0.23,,,,,,0.23,,
PAR87A-10,,,,0.28,0.28,,,,,,0.28,,
PAR87A-10,,,,0.37,0.37,,,,,,0.37,,
PAR87A-10,,,,0.46,0.46,,,,,,0.46,,
PAR87A-10,,,,0.55,0.55,,,,,,0.55,,
PAR87A-10,,,,0.64,0.64,,,,,,0.64,,
PAR87A-10,,,,0.74,0.74,,,,,,0.74,,
PAR87A-10,,,,0.87,0.87,,,,,,0.87,,
PAR87A-10,,,,0.92,0.92,,,,,,0.92,,
PAR87A-10,,,,1.06,1.06,,,,,,1.06,,
PAR87A-10,,,,1.08,1.08,,,,,,1.08,,
PAR87A-10,,,,1.11,1.11,,,,,,1.11,,
PAR87A-10,,,,1.17,1.17,,,,,,1.17,,
PAR87A-10,,,,1.21,1.21,,,,,,1.21,,
PAR87A-10,,,,1.24,1.24,,,,,,1.24,,
PAR87A-10,,,,1.37,1.37,,,,,,1.37,,
PAR87A-10,,,,1.47,1.47,,,,,,1.47,,
