Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
SO42-74KL,,0.075,,,,1230.0,60.0,60.0,471.0,51.1,51.1,695.0,206.0,141.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,0.35,,,,3350.0,100.0,100.0,437.0,50.7,50.7,3070.0,280.0,283.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,0.55,,,,5540.0,90.0,90.0,507.0,52.3,52.3,5774.0,219.0,188.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,0.7,,,,7850.0,90.0,90.0,440.0,53.6,53.6,8214.0,178.0,195.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,0.8,,,,8700.0,120.0,120.0,434.0,57.3,57.3,9246.0,290.0,435.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,0.975,,,,10580.0,120.0,120.0,483.0,65.69999999999999,65.69999999999999,11673.0,763.0,434.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.15,,,,11780.0,130.0,130.0,533.0,35.1,35.1,13149.0,265.0,305.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.275,,,,13060.0,150.0,150.0,551.0,32.5,32.5,14699.0,543.0,565.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.425,,,,14200.0,170.0,170.0,620.0,46.199999999999996,46.199999999999996,16427.0,550.0,512.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.6,,,,15880.0,170.0,170.0,663.0,42.3,42.3,18509.0,315.0,281.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.65,,,,16260.000000000002,170.0,170.0,737.0,44.900000000000006,44.900000000000006,18797.0,388.0,501.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.8,,,,17130.0,180.0,180.0,697.0,43.5,43.5,19858.0,490.0,418.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
SO42-74KL,,1.975,,,,20580.0,260.0,260.0,763.0,64.60000000000001,64.60000000000001,23829.0,703.0,677.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
