Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SO42-74KL,,,,0.02,0.02,,,,,,0.02,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.05,0.05,,,,,,0.05,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.08,0.08,,,,,,0.08,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.1,0.1,,,,,,0.1,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.12,0.12,,,,,,0.12,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.15,0.15,,,,,,0.15,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.18,0.18,,,,,,0.18,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.2,0.2,,,,,,0.2,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.22,0.22,,,,,,0.22,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.25,0.25,,,,,,0.25,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.28,0.28,,,,,,0.28,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.3,0.3,,,,,,0.3,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.32,0.32,,,,,,0.32,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.35,0.35,,,,,,0.35,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.38,0.38,,,,,,0.38,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.4,0.4,,,,,,0.4,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.42,0.42,,,,,,0.42,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.45,0.45,,,,,,0.45,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.48,0.48,,,,,,0.48,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.5,0.5,,,,,,0.5,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.52,0.52,,,,,,0.52,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.55,0.55,,,,,,0.55,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.58,0.58,,,,,,0.58,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.6,0.6,,,,,,0.6,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.62,0.62,,,,,,0.62,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.65,0.65,,,,,,0.65,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.68,0.68,,,,,,0.68,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.7,0.7,,,,,,0.7,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.72,0.72,,,,,,0.72,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.75,0.75,,,,,,0.75,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.78,0.78,,,,,,0.78,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.8,0.8,,,,,,0.8,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.82,0.82,,,,,,0.82,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.85,0.85,,,,,,0.85,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.88,0.88,,,,,,0.88,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.9,0.9,,,,,,0.9,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.92,0.92,,,,,,0.92,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.95,0.95,,,,,,0.95,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,0.98,0.98,,,,,,0.98,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.0,1.0,,,,,,1.0,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.02,1.02,,,,,,1.02,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.05,1.05,,,,,,1.05,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.08,1.08,,,,,,1.08,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.1,1.1,,,,,,1.1,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.12,1.12,,,,,,1.12,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.15,1.15,,,,,,1.15,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.18,1.18,,,,,,1.18,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.2,1.2,,,,,,1.2,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.22,1.22,,,,,,1.22,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.25,1.25,,,,,,1.25,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.28,1.28,,,,,,1.28,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.3,1.3,,,,,,1.3,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.32,1.32,,,,,,1.32,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.35,1.35,,,,,,1.35,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.38,1.38,,,,,,1.38,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.4,1.4,,,,,,1.4,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.42,1.42,,,,,,1.42,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.45,1.45,,,,,,1.45,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.48,1.48,,,,,,1.48,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.5,1.5,,,,,,1.5,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.52,1.52,,,,,,1.52,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.55,1.55,,,,,,1.55,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.58,1.58,,,,,,1.58,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.6,1.6,,,,,,1.6,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.62,1.62,,,,,,1.62,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.65,1.65,,,,,,1.65,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.68,1.68,,,,,,1.68,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.7,1.7,,,,,,1.7,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.72,1.72,,,,,,1.72,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.75,1.75,,,,,,1.75,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.78,1.78,,,,,,1.78,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.8,1.8,,,,,,1.8,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.82,1.82,,,,,,1.82,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.85,1.85,,,,,,1.85,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.88,1.88,,,,,,1.88,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.9,1.9,,,,,,1.9,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.92,1.92,,,,,,1.92,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.95,1.95,,,,,,1.95,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,1.98,1.98,,,,,,1.98,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.0,2.0,,,,,,2.0,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.02,2.02,,,,,,2.02,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.05,2.05,,,,,,2.05,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.08,2.08,,,,,,2.08,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.1,2.1,,,,,,2.1,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.12,2.12,,,,,,2.12,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.15,2.15,,,,,,2.15,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.18,2.18,,,,,,2.18,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.2,2.2,,,,,,2.2,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.22,2.22,,,,,,2.22,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.25,2.25,,,,,,2.25,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.28,2.28,,,,,,2.28,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.3,2.3,,,,,,2.3,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.32,2.32,,,,,,2.32,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.35,2.35,,,,,,2.35,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.38,2.38,,,,,,2.38,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.4,2.4,,,,,,2.4,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.42,2.42,,,,,,2.42,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.45,2.45,,,,,,2.45,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.48,2.48,,,,,,2.48,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.5,2.5,,,,,,2.5,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.52,2.52,,,,,,2.52,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.55,2.55,,,,,,2.55,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.58,2.58,,,,,,2.58,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.6,2.6,,,,,,2.6,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.62,2.62,,,,,,2.62,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.65,2.65,,,,,,2.65,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.68,2.68,,,,,,2.68,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.7,2.7,,,,,,2.7,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.72,2.72,,,,,,2.72,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.75,2.75,,,,,,2.75,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.78,2.78,,,,,,2.78,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.8,2.8,,,,,,2.8,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.82,2.82,,,,,,2.82,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.85,2.85,,,,,,2.85,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.88,2.88,,,,,,2.88,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.9,2.9,,,,,,2.9,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.92,2.92,,,,,,2.92,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.95,2.95,,,,,,2.95,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,2.98,2.98,,,,,,2.98,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,3.0,3.0,,,,,,3.0,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,3.02,3.02,,,,,,3.02,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,3.05,3.05,,,,,,3.05,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,3.08,3.08,,,,,,3.08,depth model from Peterson and Lisiecki 2018,
SO42-74KL,,,,3.1,3.1,,,,,,3.1,depth model from Peterson and Lisiecki 2018,
