Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
SK129-CR2,,0.025,3508,,,3698,3318,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.035,3767,,,4023,3511,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.045,4026,,,4431,3621,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.055,4286,,,4861,3711,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.065,4545,,,5307,3783,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.075,4804,,,5742,3866,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.085,5137,,,5883,4391,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.095,5473,,,6018,4928,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.105,5809,,,6167,5451,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.115,6144,,,6347,5941,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.125,6480,,,6687,6273,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.135,6800,,,7085,6515,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.145,7118,,,7573,6663,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.155,7437,,,8087,6787,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.165,7755,,,8632,6878,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.175,8074,,,9178,6970,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.185,8433,,,9337,7529,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.195,8796,,,9485,8107,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.205,9160,,,9667,8653,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.215,9524,,,9902,9146,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.225,9887,,,10258,9516,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.235,10761,,,11054,10468,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.245,11714,,,11916,11512,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.255,12666,,,12795,12537,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.265,13618,,,13747,13489,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.275,14571,,,14769,14373,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.285,14799,,,14977,14621,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.295,14881,,,15078,14684,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.305,14964,,,15191,14737,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.315,15047,,,15321,14773,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.325,15130,,,15472,14788,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.335,15248,,,15579,14917,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.345,15375,,,15688,15062,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.355,15502,,,15828,15176,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.365,15629,,,15996,15262,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.375,15757,,,16179,15335,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
SK129-CR2,,0.385,15938,,,16305,15571,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
