Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SK129-CR2,,,,0,0,,,,,,0,,
SK129-CR2,,,,0.08,0.08,,,,,,0.08,,
SK129-CR2,,,,0.14,0.14,,,,,,0.14,,
SK129-CR2,,,,0.16,0.16,,,,,,0.16,,
SK129-CR2,,,,0.18,0.18,,,,,,0.18,,
SK129-CR2,,,,0.18,0.18,,,,,,0.18,,
SK129-CR2,,,,0.22,0.22,,,,,,0.22,,
SK129-CR2,,,,0.24,0.24,,,,,,0.24,,
SK129-CR2,,,,0.26,0.26,,,,,,0.26,,
SK129-CR2,,,,0.3,0.3,,,,,,0.3,,
SK129-CR2,,,,0.32,0.32,,,,,,0.32,,
SK129-CR2,,,,0.36,0.36,,,,,,0.36,,
SK129-CR2,,,,0.4,0.4,,,,,,0.4,,
SK129-CR2,,,,0.44,0.44,,,,,,0.44,,
SK129-CR2,,,,0.48,0.48,,,,,,0.48,,
SK129-CR2,,,,0.52,0.52,,,,,,0.52,,
SK129-CR2,,,,0.52,0.52,,,,,,0.52,,
SK129-CR2,,,,0.56,0.56,,,,,,0.56,,
SK129-CR2,,,,0.58,0.58,,,,,,0.58,,
SK129-CR2,,,,0.6,0.6,,,,,,0.6,,
SK129-CR2,,,,0.62,0.62,,,,,,0.62,,
SK129-CR2,,,,0.64,0.64,,,,,,0.64,,
SK129-CR2,,,,0.66,0.66,,,,,,0.66,,
SK129-CR2,,,,0.68,0.68,,,,,,0.68,,
SK129-CR2,,,,0.7,0.7,,,,,,0.7,,
SK129-CR2,,,,0.72,0.72,,,,,,0.72,,
SK129-CR2,,,,0.74,0.74,,,,,,0.74,,
SK129-CR2,,,,0.76,0.76,,,,,,0.76,,
SK129-CR2,,,,0.78,0.78,,,,,,0.78,,
SK129-CR2,,,,0.8,0.8,,,,,,0.8,,
SK129-CR2,,,,0.82,0.82,,,,,,0.82,,
SK129-CR2,,,,0.84,0.84,,,,,,0.84,,
SK129-CR2,,,,0.86,0.86,,,,,,0.86,,
SK129-CR2,,,,0.88,0.88,,,,,,0.88,,
SK129-CR2,,,,0.9,0.9,,,,,,0.9,,
SK129-CR2,,,,0.92,0.92,,,,,,0.92,,
SK129-CR2,,,,0.94,0.94,,,,,,0.94,,
SK129-CR2,,,,0.96,0.96,,,,,,0.96,,
SK129-CR2,,,,0.98,0.98,,,,,,0.98,,
SK129-CR2,,,,1,1,,,,,,1,,
SK129-CR2,,,,1.02,1.02,,,,,,1.02,,
SK129-CR2,,,,1.04,1.04,,,,,,1.04,,
SK129-CR2,,,,1.06,1.06,,,,,,1.06,,
SK129-CR2,,,,1.08,1.08,,,,,,1.08,,
SK129-CR2,,,,1.1,1.1,,,,,,1.1,,
SK129-CR2,,,,1.12,1.12,,,,,,1.12,,
SK129-CR2,,,,1.14,1.14,,,,,,1.14,,
SK129-CR2,,,,1.16,1.16,,,,,,1.16,,
SK129-CR2,,,,1.18,1.18,,,,,,1.18,,
SK129-CR2,,,,1.2,1.2,,,,,,1.2,,
SK129-CR2,,,,1.24,1.24,,,,,,1.24,,
SK129-CR2,,,,1.32,1.32,,,,,,1.32,,
SK129-CR2,,,,1.4,1.4,,,,,,1.4,,
SK129-CR2,,,,1.42,1.42,,,,,,1.42,,
SK129-CR2,,,,1.44,1.44,,,,,,1.44,,
SK129-CR2,,,,1.46,1.46,,,,,,1.46,,
SK129-CR2,,,,1.48,1.48,,,,,,1.48,,
SK129-CR2,,,,1.5,1.5,,,,,,1.5,,
SK129-CR2,,,,1.52,1.52,,,,,,1.52,,
SK129-CR2,,,,1.54,1.54,,,,,,1.54,,
SK129-CR2,,,,1.56,1.56,,,,,,1.56,,
SK129-CR2,,,,1.6,1.6,,,,,,1.6,,
SK129-CR2,,,,1.62,1.62,,,,,,1.62,,
SK129-CR2,,,,1.64,1.64,,,,,,1.64,,
SK129-CR2,,,,1.66,1.66,,,,,,1.66,,
SK129-CR2,,,,1.68,1.68,,,,,,1.68,,
SK129-CR2,,,,1.7,1.7,,,,,,1.7,,
SK129-CR2,,,,1.72,1.72,,,,,,1.72,,
SK129-CR2,,,,1.74,1.74,,,,,,1.74,,
SK129-CR2,,,,1.86,1.86,,,,,,1.86,,
SK129-CR2,,,,1.94,1.94,,,,,,1.94,,
SK129-CR2,,,,2.1,2.1,,,,,,2.1,,
SK129-CR2,,,,2.14,2.14,,,,,,2.14,,
SK129-CR2,,,,2.18,2.18,,,,,,2.18,,
SK129-CR2,,,,2.22,2.22,,,,,,2.22,,
SK129-CR2,,,,2.24,2.24,,,,,,2.24,,
SK129-CR2,,,,2.28,2.28,,,,,,2.28,,
SK129-CR2,,,,2.32,2.32,,,,,,2.32,,
SK129-CR2,,,,2.36,2.36,,,,,,2.36,,
SK129-CR2,,,,2.4,2.4,,,,,,2.4,,
SK129-CR2,,,,2.42,2.42,,,,,,2.42,,
SK129-CR2,,,,2.44,2.44,,,,,,2.44,,
SK129-CR2,,,,2.48,2.48,,,,,,2.48,,
SK129-CR2,,,,2.5,2.5,,,,,,2.5,,
SK129-CR2,,,,2.52,2.52,,,,,,2.52,,
SK129-CR2,,,,2.54,2.54,,,,,,2.54,,
SK129-CR2,,,,2.56,2.56,,,,,,2.56,,
SK129-CR2,,,,2.58,2.58,,,,,,2.58,,
SK129-CR2,,,,2.6,2.6,,,,,,2.6,,
SK129-CR2,,,,2.62,2.62,,,,,,2.62,,
SK129-CR2,,,,2.64,2.64,,,,,,2.64,,
SK129-CR2,,,,2.66,2.66,,,,,,2.66,,
SK129-CR2,,,,2.7,2.7,,,,,,2.7,,
SK129-CR2,,,,2.74,2.74,,,,,,2.74,,
SK129-CR2,,,,2.78,2.78,,,,,,2.78,,
SK129-CR2,,,,2.82,2.82,,,,,,2.82,,
SK129-CR2,,,,2.86,2.86,,,,,,2.86,,
SK129-CR2,,,,2.9,2.9,,,,,,2.9,,
SK129-CR2,,,,2.94,2.94,,,,,,2.94,,
SK129-CR2,,,,2.98,2.98,,,,,,2.98,,
SK129-CR2,,,,3,3,,,,,,3,,
SK129-CR2,,,,3.1,3.1,,,,,,3.1,,
